,LocationDesc,Data_Value_Alt,Cluster
1074,Massachusetts,244.0,0
1075,Massachusetts,79.0,1
1076,Massachusetts,13.0,1
1077,Massachusetts,65.0,1
1078,Massachusetts,14.0,1
1079,Massachusetts,42.0,1
1080,Massachusetts,12.0,1
1081,Massachusetts,53.0,1
1082,Massachusetts,19.0,1
1083,Massachusetts,24.0,1
1084,Massachusetts,30.0,1
1085,Massachusetts,23.0,1
1086,Massachusetts,71.0,1
1087,Massachusetts,107.0,1
1088,Massachusetts,96.0,1
1089,Massachusetts,42.0,1
1090,Massachusetts,50.0,1
1091,Massachusetts,124.0,0
1092,Massachusetts,87.0,1
1093,Michigan,21.0,1
1094,Michigan,56.0,1
1095,Michigan,231.0,0
1096,Michigan,433.0,4
1097,Michigan,223.0,0
1098,Michigan,74.0,1
1099,Michigan,19.0,1
1100,Michigan,42.0,1
1101,Michigan,15.0,1
1102,Michigan,23.0,1
1103,Michigan,219.0,0
1104,Michigan,51.0,1
1105,Michigan,271.0,0
1106,Michigan,72.0,1
1107,Michigan,29.0,1
1108,Michigan,93.0,1
1109,Michigan,113.0,0
1110,Michigan,30.0,1
1111,Michigan,214.0,0
1112,Michigan,438.0,4
1113,Michigan,58.0,1
1114,Michigan,15.0,1
1115,Michigan,12.0,1
1116,Michigan,23.0,1
1117,Michigan,266.0,0
1118,Michigan,75.0,1
1119,Michigan,163.0,0
1120,Michigan,247.0,0
1121,Michigan,36.0,1
1122,Michigan,39.0,1
1123,Michigan,22.0,1
1124,Michigan,30.0,1
1125,Michigan,154.0,0
1126,Michigan,191.0,0
1127,Michigan,21.0,1
1128,Michigan,56.0,1
1129,Michigan,231.0,0
1130,Michigan,433.0,4
1131,Michigan,223.0,0
1132,Michigan,74.0,1
1133,Michigan,19.0,1
1134,Michigan,42.0,1
1135,Michigan,15.0,1
1136,Michigan,23.0,1
1137,Michigan,219.0,0
1138,Michigan,51.0,1
1139,Michigan,271.0,0
1140,Michigan,72.0,1
1141,Michigan,29.0,1
1142,Michigan,93.0,1
1143,Michigan,113.0,0
1144,Michigan,30.0,1
1145,Michigan,214.0,0
1146,Michigan,438.0,4
1147,Michigan,109.0,1
1148,Michigan,112.0,1
1149,Michigan,17.0,1
1150,Michigan,17.0,1
1151,Michigan,67.0,1
1152,Michigan,17.0,1
1153,Michigan,95.0,1
1154,Michigan,27.0,1
1155,Michigan,23.0,1
1156,Michigan,40.0,1
1157,Michigan,155.0,0
1158,Michigan,41.0,1
1159,Michigan,177.0,0
1160,Michigan,275.0,0
1161,Michigan,66.0,1
1162,Michigan,68.0,1
1163,Michigan,154.0,0
1164,Michigan,191.0,0
1165,Minnesota,17.0,1
1166,Minnesota,49.0,1
1167,Minnesota,120.0,0
1168,Minnesota,59.0,1
1169,Minnesota,28.0,1
1170,Minnesota,97.0,1
1171,Minnesota,15.0,1
1172,Minnesota,33.0,1
1173,Minnesota,15.0,1
1174,Minnesota,44.0,1
1175,Minnesota,143.0,0
1176,Minnesota,38.0,1
1177,Minnesota,19.0,1
1178,Minnesota,50.0,1
1179,Minnesota,24.0,1
1180,Minnesota,71.0,1
1181,Minnesota,142.0,0
1182,Minnesota,274.0,0
1183,Minnesota,34.0,1
1184,Minnesota,10.0,1
1185,Minnesota,15.0,1
1186,Minnesota,23.0,1
1187,Minnesota,84.0,1
1188,Minnesota,107.0,1
1189,Minnesota,54.0,1
1190,Minnesota,21.0,1
1191,Minnesota,25.0,1
1192,Minnesota,54.0,1
1193,Minnesota,64.0,1
1194,Minnesota,17.0,1
1195,Minnesota,49.0,1
1196,Minnesota,120.0,0
1197,Minnesota,59.0,1
1198,Minnesota,28.0,1
1199,Minnesota,97.0,1
1200,Minnesota,15.0,1
1201,Minnesota,33.0,1
1202,Minnesota,15.0,1
1203,Minnesota,44.0,1
1204,Minnesota,143.0,0
1205,Minnesota,38.0,1
1206,Minnesota,19.0,1
1207,Minnesota,50.0,1
1208,Minnesota,24.0,1
1209,Minnesota,71.0,1
1210,Minnesota,142.0,0
1211,Minnesota,274.0,0
1212,Minnesota,60.0,1
1213,Minnesota,17.0,1
1214,Minnesota,18.0,1
1215,Minnesota,26.0,1
1216,Minnesota,13.0,1
1217,Minnesota,49.0,1
1218,Minnesota,77.0,1
1219,Minnesota,90.0,1
1220,Minnesota,36.0,1
1221,Minnesota,44.0,1
1222,Minnesota,54.0,1
1223,Minnesota,64.0,1
1224,Mississippi,36.0,1
1225,Mississippi,63.0,1
1226,Mississippi,145.0,0
1227,Mississippi,49.0,1
1228,Mississippi,10.0,1
1229,Mississippi,16.0,1
1230,Mississippi,137.0,0
1231,Mississippi,32.0,1
1232,Mississippi,20.0,1
1233,Mississippi,80.0,1
1234,Mississippi,31.0,1
1235,Mississippi,92.0,1
1236,Mississippi,11.0,1
1237,Mississippi,11.0,1
1238,Mississippi,51.0,1
1239,Mississippi,72.0,1
1240,Mississippi,73.0,1
1241,Mississippi,59.0,1
1242,Mississippi,87.0,1
1243,Mississippi,36.0,1
1244,Mississippi,63.0,1
1245,Mississippi,145.0,0
1246,Mississippi,49.0,1
1247,Mississippi,10.0,1
1248,Mississippi,16.0,1
1249,Mississippi,137.0,0
1250,Mississippi,32.0,1
1251,Mississippi,20.0,1
1252,Mississippi,80.0,1
1253,Mississippi,31.0,1
1254,Mississippi,92.0,1
1255,Mississippi,21.0,1
1256,Mississippi,120.0,0
1257,Mississippi,51.0,1
1258,Mississippi,15.0,1
1259,Mississippi,21.0,1
1260,Mississippi,59.0,1
1261,Mississippi,87.0,1
1262,Missouri,129.0,0
1263,Missouri,248.0,0
1264,Missouri,214.0,0
1265,Missouri,66.0,1
1266,Missouri,14.0,1
1267,Missouri,30.0,1
1268,Missouri,13.0,1
1269,Missouri,19.0,1
1270,Missouri,222.0,0
1271,Missouri,52.0,1
1272,Missouri,214.0,0
1273,Missouri,57.0,1
1274,Missouri,19.0,1
1275,Missouri,56.0,1
1276,Missouri,23.0,1
1277,Missouri,96.0,1
1278,Missouri,210.0,0
1279,Missouri,91.0,1
1280,Missouri,34.0,1
1281,Missouri,139.0,0
1282,Missouri,40.0,1
1283,Missouri,111.0,1
1284,Missouri,84.0,1
1285,Missouri,25.0,1
1286,Missouri,29.0,1
1287,Missouri,11.0,1
1288,Missouri,17.0,1
1289,Missouri,120.0,0
1290,Missouri,91.0,1
1291,Missouri,129.0,0
1292,Missouri,248.0,0
1293,Missouri,214.0,0
1294,Missouri,66.0,1
1295,Missouri,14.0,1
1296,Missouri,30.0,1
1297,Missouri,13.0,1
1298,Missouri,19.0,1
1299,Missouri,222.0,0
1300,Missouri,52.0,1
1301,Missouri,214.0,0
1302,Missouri,57.0,1
1303,Missouri,19.0,1
1304,Missouri,56.0,1
1305,Missouri,23.0,1
1306,Missouri,96.0,1
1307,Missouri,210.0,0
1308,Missouri,91.0,1
1309,Missouri,62.0,1
1310,Missouri,10.0,1
1311,Missouri,73.0,1
1312,Missouri,10.0,1
1313,Missouri,62.0,1
1314,Missouri,16.0,1
1315,Missouri,13.0,1
1316,Missouri,22.0,1
1317,Missouri,22.0,1
1318,Missouri,81.0,1
1319,Missouri,138.0,0
1320,Missouri,80.0,1
1321,Missouri,45.0,1
1322,Missouri,48.0,1
1323,Missouri,120.0,0
1324,Missouri,91.0,1
1325,Montana,14.0,1
1326,Montana,20.0,1
1327,Montana,19.0,1
1328,Montana,53.0,1
1329,Montana,15.0,1
1330,Montana,52.0,1
1331,Montana,11.0,1
1332,Montana,35.0,1
1333,Montana,45.0,1
1334,Montana,76.0,1
1335,Montana,12.0,1
1336,Montana,19.0,1
1337,Montana,14.0,1
1338,Montana,19.0,1
1339,Montana,14.0,1
1340,Montana,20.0,1
1341,Montana,19.0,1
1342,Montana,53.0,1
1343,Montana,15.0,1
1344,Montana,52.0,1
1345,Montana,11.0,1
1346,Montana,35.0,1
1347,Montana,45.0,1
1348,Montana,76.0,1
1349,Montana,13.0,1
1350,Montana,14.0,1
1351,Montana,19.0,1
1352,Montana,14.0,1
1353,Montana,19.0,1
1354,Nebraska,15.0,1
1355,Nebraska,22.0,1
1356,Nebraska,21.0,1
1357,Nebraska,49.0,1
1358,Nebraska,12.0,1
1359,Nebraska,51.0,1
1360,Nebraska,107.0,1
1361,Nebraska,51.0,1
1362,Nebraska,11.0,1
1363,Nebraska,23.0,1
1364,Nebraska,40.0,1
1365,Nebraska,17.0,1
1366,Nebraska,18.0,1
1367,Nebraska,15.0,1
1368,Nebraska,22.0,1
1369,Nebraska,21.0,1
1370,Nebraska,49.0,1
1371,Nebraska,12.0,1
1372,Nebraska,51.0,1
1373,Nebraska,107.0,1
1374,Nebraska,51.0,1
1375,Nebraska,20.0,1
1376,Nebraska,29.0,1
1377,Nebraska,37.0,1
1378,Nebraska,12.0,1
1379,Nebraska,13.0,1
1380,Nebraska,17.0,1
1381,Nebraska,18.0,1
1382,Nevada,106.0,1
1383,Nevada,61.0,1
1384,Nevada,26.0,1
1385,Nevada,91.0,1
1386,Nevada,22.0,1
1387,Nevada,68.0,1
1388,Nevada,112.0,1
1389,Nevada,36.0,1
1390,Nevada,14.0,1
1391,Nevada,34.0,1
1392,Nevada,25.0,1
1393,Nevada,73.0,1
1394,Nevada,106.0,1
1395,Nevada,208.0,0
1396,Nevada,16.0,1
1397,Nevada,16.0,1
1398,Nevada,65.0,1
1399,Nevada,61.0,1
1400,Nevada,69.0,1
1401,Nevada,38.0,1
1402,Nevada,49.0,1
1403,Nevada,106.0,1
1404,Nevada,61.0,1
1405,Nevada,26.0,1
1406,Nevada,91.0,1
1407,Nevada,22.0,1
1408,Nevada,68.0,1
1409,Nevada,112.0,1
1410,Nevada,36.0,1
1411,Nevada,14.0,1
1412,Nevada,34.0,1
1413,Nevada,25.0,1
1414,Nevada,73.0,1
1415,Nevada,106.0,1
1416,Nevada,208.0,0
1417,Nevada,29.0,1
1418,Nevada,101.0,1
1419,Nevada,49.0,1
1420,Nevada,17.0,1
1421,Nevada,19.0,1
1422,Nevada,38.0,1
1423,Nevada,49.0,1
1424,Wisconsin,22.0,1
1425,New Hampshire,34.0,1
1426,New Hampshire,87.0,1
1427,New Hampshire,14.0,1
1428,New Hampshire,47.0,1
1429,New Hampshire,31.0,1
1430,New Hampshire,71.0,1
1431,New Hampshire,10.0,1
1432,New Hampshire,17.0,1
1433,New Hampshire,25.0,1
1434,New Hampshire,16.0,1
1435,New Hampshire,24.0,1
1436,New Hampshire,34.0,1
1437,New Hampshire,87.0,1
1438,New Hampshire,14.0,1
1439,New Hampshire,47.0,1
1440,New Hampshire,13.0,1
1441,New Hampshire,35.0,1
1442,New Hampshire,31.0,1
1443,New Hampshire,71.0,1
1444,New Hampshire,17.0,1
1445,New Hampshire,18.0,1
1446,New Hampshire,28.0,1
1447,New Hampshire,16.0,1
1448,New Hampshire,24.0,1
1449,New Jersey,14.0,1
1450,New Jersey,54.0,1
1451,New Jersey,178.0,0
1452,New Jersey,489.0,4
1453,New Jersey,135.0,0
1454,New Jersey,40.0,1
1455,New Jersey,11.0,1
1456,New Jersey,35.0,1
1457,New Jersey,130.0,0
1458,New Jersey,27.0,1
1459,New Jersey,137.0,0
1460,New Jersey,44.0,1
1461,New Jersey,13.0,1
1462,New Jersey,38.0,1
1463,New Jersey,33.0,1
1464,New Jersey,97.0,1
1465,New Jersey,234.0,0
1466,New Jersey,98.0,1
1467,New Jersey,50.0,1
1468,New Jersey,145.0,0
1469,New Jersey,57.0,1
1470,New Jersey,135.0,0
1471,New Jersey,76.0,1
1472,New Jersey,32.0,1
1473,New Jersey,33.0,1
1474,New Jersey,106.0,1
1475,New Jersey,150.0,0
1476,New Jersey,14.0,1
1477,New Jersey,54.0,1
1478,New Jersey,178.0,0
1479,New Jersey,489.0,4
1480,New Jersey,135.0,0
1481,New Jersey,40.0,1
1482,New Jersey,11.0,1
1483,New Jersey,35.0,1
1484,New Jersey,130.0,0
1485,New Jersey,27.0,1
1486,New Jersey,137.0,0
1487,New Jersey,44.0,1
1488,New Jersey,13.0,1
1489,New Jersey,38.0,1
1490,New Jersey,33.0,1
1491,New Jersey,97.0,1
1492,New Jersey,234.0,0
1493,New Jersey,98.0,1
1494,New Jersey,96.0,1
1495,New Jersey,15.0,1
1496,New Jersey,88.0,1
1497,New Jersey,12.0,1
1498,New Jersey,39.0,1
1499,New Jersey,10.0,1
1500,New Jersey,54.0,1
1501,New Jersey,20.0,1
1502,New Jersey,19.0,1
1503,New Jersey,29.0,1
1504,New Jersey,31.0,1
1505,New Jersey,82.0,1
1506,New Jersey,139.0,0
1507,New Jersey,95.0,1
1508,New Jersey,61.0,1
1509,New Jersey,62.0,1
1510,New Jersey,106.0,1
1511,New Jersey,150.0,0
1512,New Mexico,14.0,1
1513,New Mexico,48.0,1
1514,New Mexico,45.0,1
1515,New Mexico,94.0,1
1516,New Mexico,112.0,1
1517,New Mexico,38.0,1
1518,New Mexico,19.0,1
1519,New Mexico,66.0,1
1520,New Mexico,28.0,1
1521,New Mexico,91.0,1
1522,New Mexico,156.0,0
1523,New Mexico,52.0,1
1524,New Mexico,121.0,0
1525,New Mexico,239.0,0
1526,New Mexico,18.0,1
1527,New Mexico,22.0,1
1528,New Mexico,63.0,1
1529,New Mexico,74.0,1
1530,New Mexico,14.0,1
1531,New Mexico,48.0,1
1532,New Mexico,45.0,1
1533,New Mexico,94.0,1
1534,New Mexico,112.0,1
1535,New Mexico,38.0,1
1536,New Mexico,19.0,1
1537,New Mexico,66.0,1
1538,New Mexico,28.0,1
1539,New Mexico,91.0,1
1540,New Mexico,156.0,0
1541,New Mexico,52.0,1
1542,New Mexico,121.0,0
1543,New Mexico,239.0,0
1544,New Mexico,17.0,1
1545,New Mexico,16.0,1
1546,New Mexico,31.0,1
1547,New Mexico,63.0,1
1548,New Mexico,74.0,1
1549,New York,107.0,1
1550,New York,31.0,1
1551,New York,262.0,0
1552,New York,709.0,2
1553,New York,295.0,0
1554,New York,90.0,1
1555,New York,33.0,1
1556,New York,91.0,1
1557,New York,23.0,1
1558,New York,31.0,1
1559,New York,226.0,0
1560,New York,54.0,1
1561,New York,306.0,4
1562,New York,95.0,1
1563,New York,143.0,0
1564,New York,44.0,1
1565,New York,202.0,0
1566,New York,62.0,1
1567,New York,246.0,0
1568,New York,627.0,4
1569,New York,10.0,1
1570,New York,35.0,1
1571,New York,110.0,1
1572,New York,17.0,1
1573,New York,99.0,1
1574,New York,13.0,1
1575,New York,43.0,1
1576,New York,14.0,1
1577,New York,181.0,0
1578,New York,14.0,1
1579,New York,84.0,1
1580,New York,24.0,1
1581,New York,17.0,1
1582,New York,26.0,1
1583,New York,172.0,0
1584,New York,432.0,4
1585,New York,295.0,0
1586,New York,556.0,4
1587,New York,61.0,1
1588,New York,65.0,1
1589,New York,23.0,1
1590,New York,31.0,1
1591,New York,175.0,0
1592,New York,227.0,0
1593,New York,107.0,1
1594,New York,31.0,1
1595,New York,262.0,0
1596,New York,709.0,2
1597,New York,295.0,0
1598,New York,90.0,1
1599,New York,33.0,1
1600,New York,91.0,1
1601,New York,23.0,1
1602,New York,31.0,1
1603,New York,226.0,0
1604,New York,54.0,1
1605,New York,306.0,4
1606,New York,95.0,1
1607,New York,143.0,0
1608,New York,44.0,1
1609,New York,202.0,0
1610,New York,62.0,1
1611,New York,246.0,0
1612,New York,627.0,4
1613,New York,10.0,1
1614,New York,35.0,1
1615,New York,200.0,0
1616,New York,179.0,0
1617,New York,32.0,1
1618,New York,27.0,1
1619,New York,86.0,1
1620,New York,16.0,1
1621,New York,198.0,0
1622,New York,135.0,0
1623,New York,25.0,1
1624,New York,46.0,1
1625,New York,31.0,1
1626,New York,47.0,1
1627,New York,250.0,0
1628,New York,94.0,1
1629,New York,394.0,4
1630,New York,519.0,4
1631,New York,110.0,1
1632,New York,115.0,0
1633,New York,175.0,0
1634,New York,227.0,0
1635,North Carolina,15.0,1
1636,North Carolina,43.0,1
1637,North Carolina,189.0,0
1638,North Carolina,374.0,4
1639,North Carolina,109.0,1
1640,North Carolina,15.0,1
1641,North Carolina,31.0,1
1642,North Carolina,373.0,4
1643,North Carolina,27.0,1
1644,North Carolina,50.0,1
1645,North Carolina,19.0,1
1646,North Carolina,27.0,1
1647,North Carolina,242.0,0
1648,North Carolina,59.0,1
1649,North Carolina,260.0,0
1650,North Carolina,79.0,1
1651,North Carolina,105.0,1
1652,North Carolina,34.0,1
1653,North Carolina,130.0,0
1654,North Carolina,38.0,1
1655,North Carolina,178.0,0
1656,North Carolina,426.0,4
1657,North Carolina,56.0,1
1658,North Carolina,14.0,1
1659,North Carolina,12.0,1
1660,North Carolina,22.0,1
1661,North Carolina,180.0,0
1662,North Carolina,50.0,1
1663,North Carolina,110.0,1
1664,North Carolina,168.0,0
1665,North Carolina,40.0,1
1666,North Carolina,42.0,1
1667,North Carolina,24.0,1
1668,North Carolina,38.0,1
1669,North Carolina,179.0,0
1670,North Carolina,221.0,0
1671,North Carolina,15.0,1
1672,North Carolina,43.0,1
1673,North Carolina,189.0,0
1674,North Carolina,374.0,4
1675,North Carolina,109.0,1
1676,North Carolina,373.0,4
1677,North Carolina,27.0,1
1678,North Carolina,50.0,1
1679,North Carolina,19.0,1
1680,North Carolina,27.0,1
1681,North Carolina,242.0,0
1682,North Carolina,59.0,1
1683,North Carolina,260.0,0
1684,North Carolina,79.0,1
1685,North Carolina,105.0,1
1686,North Carolina,34.0,1
1687,North Carolina,130.0,0
1688,North Carolina,38.0,1
1689,North Carolina,178.0,0
1690,North Carolina,426.0,4
1691,North Carolina,99.0,1
1692,North Carolina,14.0,1
1693,North Carolina,98.0,1
1694,North Carolina,10.0,1
1695,North Carolina,47.0,1
1696,North Carolina,14.0,1
1697,North Carolina,91.0,1
1698,North Carolina,25.0,1
1699,North Carolina,22.0,1
1700,North Carolina,38.0,1
1701,North Carolina,105.0,1
1702,North Carolina,27.0,1
1703,North Carolina,119.0,0
1704,North Carolina,181.0,0
1705,North Carolina,69.0,1
1706,North Carolina,71.0,1
1707,North Carolina,179.0,0
1708,North Carolina,221.0,0
1709,North Dakota,12.0,1
1710,North Dakota,33.0,1
1711,North Dakota,21.0,1
1712,North Dakota,49.0,1
1713,North Dakota,12.0,1
1714,North Dakota,33.0,1
1715,North Dakota,21.0,1
1716,North Dakota,49.0,1
1717,North Dakota,11.0,1
1718,North Dakota,12.0,1
1719,Ohio,16.0,1
1720,Ohio,53.0,1
1721,Ohio,381.0,4
1722,Ohio,794.0,2
1723,Ohio,11.0,1
1724,Ohio,21.0,1
1725,Ohio,286.0,0
1726,Ohio,92.0,1
1727,Ohio,32.0,1
1728,Ohio,61.0,1
1729,Ohio,21.0,1
1730,Ohio,29.0,1
1731,Ohio,259.0,0
1732,Ohio,67.0,1
1733,Ohio,331.0,4
1734,Ohio,83.0,1
1735,Ohio,123.0,0
1736,Ohio,43.0,1
1737,Ohio,114.0,0
1738,Ohio,33.0,1
1739,Ohio,218.0,0
1740,Ohio,485.0,4
1741,Ohio,71.0,1
1742,Ohio,11.0,1
1743,Ohio,87.0,1
1744,Ohio,11.0,1
1745,Ohio,79.0,1
1746,Ohio,19.0,1
1747,Ohio,16.0,1
1748,Ohio,30.0,1
1749,Ohio,275.0,0
1750,Ohio,72.0,1
1751,Ohio,182.0,0
1752,Ohio,268.0,0
1753,Ohio,48.0,1
1754,Ohio,52.0,1
1755,Ohio,24.0,1
1756,Ohio,39.0,1
1757,Ohio,203.0,0
1758,Ohio,251.0,0
1759,Ohio,16.0,1
1760,Ohio,53.0,1
1761,Ohio,381.0,4
1762,Ohio,794.0,2
1763,Ohio,286.0,0
1764,Ohio,92.0,1
1765,Ohio,32.0,1
1766,Ohio,61.0,1
1767,Ohio,21.0,1
1768,Ohio,29.0,1
1769,Ohio,259.0,0
1770,Ohio,67.0,1
1771,Ohio,331.0,4
1772,Ohio,83.0,1
1773,Ohio,123.0,0
1774,Ohio,43.0,1
1775,Ohio,114.0,0
1776,Ohio,33.0,1
1777,Ohio,218.0,0
1778,Ohio,485.0,4
1779,Ohio,130.0,0
1780,Ohio,145.0,0
1781,Ohio,21.0,1
1782,Ohio,20.0,1
1783,Ohio,83.0,1
1784,Ohio,10.0,1
1785,Ohio,148.0,0
1786,Ohio,119.0,0
1787,Ohio,19.0,1
1788,Ohio,33.0,1
1789,Ohio,29.0,1
1790,Ohio,50.0,1
1791,Ohio,161.0,0
1792,Ohio,40.0,1
1793,Ohio,192.0,0
1794,Ohio,296.0,0
1795,Ohio,86.0,1
1796,Ohio,86.0,1
1797,Ohio,203.0,0
1798,Ohio,251.0,0
1799,Oklahoma,123.0,0
1800,Oklahoma,79.0,1
1801,Oklahoma,142.0,0
1802,Oklahoma,48.0,1
1803,Oklahoma,15.0,1
1804,Oklahoma,25.0,1
1805,Oklahoma,111.0,1
1806,Oklahoma,27.0,1
1807,Oklahoma,148.0,0
1808,Oklahoma,40.0,1
1809,Oklahoma,14.0,1
1810,Oklahoma,42.0,1
1811,Oklahoma,15.0,1
1812,Oklahoma,59.0,1
1813,Oklahoma,126.0,0
1814,Oklahoma,283.0,0
1815,Oklahoma,14.0,1
1816,Oklahoma,15.0,1
1817,Oklahoma,73.0,1
1818,Oklahoma,129.0,0
1819,Oklahoma,136.0,0
1820,Oklahoma,70.0,1
1821,Oklahoma,75.0,1
1822,Oklahoma,123.0,0
1823,Oklahoma,79.0,1
1824,Oklahoma,142.0,0
1825,Oklahoma,48.0,1
1826,Oklahoma,15.0,1
1827,Oklahoma,25.0,1
1828,Oklahoma,111.0,1
1829,Oklahoma,27.0,1
1830,Oklahoma,148.0,0
1831,Oklahoma,40.0,1
1832,Oklahoma,14.0,1
1833,Oklahoma,42.0,1
1834,Oklahoma,15.0,1
1835,Oklahoma,59.0,1
1836,Oklahoma,126.0,0
1837,Oklahoma,283.0,0
1838,Oklahoma,28.0,1
1839,Oklahoma,224.0,0
1840,Oklahoma,96.0,1
1841,Oklahoma,14.0,1
1842,Oklahoma,17.0,1
1843,Oklahoma,70.0,1
1844,Oklahoma,75.0,1
1845,Oregon,44.0,1
1846,Oregon,91.0,1
1847,Oregon,131.0,0
1848,Oregon,45.0,1
1849,Oregon,11.0,1
1850,Oregon,24.0,1
1851,Oregon,14.0,1
1852,Oregon,41.0,1
1853,Oregon,148.0,0
1854,Oregon,47.0,1
1855,Oregon,18.0,1
1856,Oregon,70.0,1
1857,Oregon,112.0,1
1858,Oregon,38.0,1
1859,Oregon,180.0,0
1860,Oregon,365.0,4
1861,Oregon,14.0,1
1862,Oregon,32.0,1
1863,Oregon,30.0,1
1864,Oregon,11.0,1
1865,Oregon,18.0,1
1866,Oregon,20.0,1
1867,Oregon,72.0,1
1868,Oregon,100.0,1
1869,Oregon,54.0,1
1870,Oregon,18.0,1
1871,Oregon,21.0,1
1872,Oregon,10.0,1
1873,Oregon,13.0,1
1874,Oregon,36.0,1
1875,Oregon,37.0,1
1876,Oregon,44.0,1
1877,Oregon,91.0,1
1878,Oregon,131.0,0
1879,Oregon,45.0,1
1880,Oregon,11.0,1
1881,Oregon,24.0,1
1882,Oregon,14.0,1
1883,Oregon,41.0,1
1884,Oregon,148.0,0
1885,Oregon,47.0,1
1886,Oregon,18.0,1
1887,Oregon,70.0,1
1888,Oregon,112.0,1
1889,Oregon,38.0,1
1890,Oregon,180.0,0
1891,Oregon,365.0,4
1892,Oregon,14.0,1
1893,Oregon,32.0,1
1894,Oregon,51.0,1
1895,Oregon,14.0,1
1896,Oregon,19.0,1
1897,Oregon,31.0,1
1898,Oregon,11.0,1
1899,Oregon,42.0,1
1900,Oregon,73.0,1
1901,Oregon,86.0,1
1902,Oregon,30.0,1
1903,Oregon,34.0,1
1904,Oregon,36.0,1
1905,Oregon,37.0,1
1906,Pennsylvania,14.0,1
1907,Pennsylvania,42.0,1
1908,Pennsylvania,10.0,1
1909,Pennsylvania,20.0,1
1910,Pennsylvania,381.0,4
1911,Pennsylvania,864.0,2
1912,Pennsylvania,10.0,1
1913,Pennsylvania,23.0,1
1914,Pennsylvania,287.0,0
1915,Pennsylvania,87.0,1
1916,Pennsylvania,29.0,1
1917,Pennsylvania,70.0,1
1918,Pennsylvania,23.0,1
1919,Pennsylvania,27.0,1
1920,Pennsylvania,274.0,0
1921,Pennsylvania,58.0,1
1922,Pennsylvania,101.0,1
1923,Pennsylvania,365.0,4
1924,Pennsylvania,101.0,1
1925,Pennsylvania,27.0,1
1926,Pennsylvania,116.0,0
1927,Pennsylvania,35.0,1
1928,Pennsylvania,173.0,0
1929,Pennsylvania,377.0,4
1930,Pennsylvania,83.0,1
1931,Pennsylvania,13.0,1
1932,Pennsylvania,90.0,1
1933,Pennsylvania,11.0,1
1934,Pennsylvania,154.0,0
1935,Pennsylvania,12.0,1
1936,Pennsylvania,70.0,1
1937,Pennsylvania,20.0,1
1938,Pennsylvania,20.0,1
1939,Pennsylvania,32.0,1
1940,Pennsylvania,297.0,0
1941,Pennsylvania,92.0,1
1942,Pennsylvania,138.0,0
1943,Pennsylvania,224.0,0
1944,Pennsylvania,56.0,1
1945,Pennsylvania,58.0,1
1946,Pennsylvania,33.0,1
1947,Pennsylvania,45.0,1
1948,Pennsylvania,219.0,0
1949,Pennsylvania,273.0,0
1950,Pennsylvania,14.0,1
1951,Pennsylvania,42.0,1
1952,Pennsylvania,381.0,4
1953,Pennsylvania,864.0,2
1954,Pennsylvania,287.0,0
1955,Pennsylvania,87.0,1
1956,Pennsylvania,29.0,1
1957,Pennsylvania,70.0,1
1958,Pennsylvania,23.0,1
1959,Pennsylvania,27.0,1
1960,Pennsylvania,274.0,0
1961,Pennsylvania,58.0,1
1962,Pennsylvania,101.0,1
1963,Pennsylvania,365.0,4
1964,Pennsylvania,101.0,1
1965,Pennsylvania,27.0,1
1966,Pennsylvania,116.0,0
1967,Pennsylvania,35.0,1
1968,Pennsylvania,173.0,0
1969,Pennsylvania,377.0,4
1970,Pennsylvania,154.0,0
1971,Pennsylvania,156.0,0
1972,Pennsylvania,26.0,1
1973,Pennsylvania,22.0,1
1974,Pennsylvania,85.0,1
1975,Pennsylvania,12.0,1
1976,Pennsylvania,166.0,0
1977,Pennsylvania,108.0,1
1978,Pennsylvania,21.0,1
1979,Pennsylvania,37.0,1
1980,Pennsylvania,38.0,1
1981,Pennsylvania,56.0,1
1982,Pennsylvania,172.0,0
1983,Pennsylvania,50.0,1
1984,Pennsylvania,160.0,0
1985,Pennsylvania,233.0,0
1986,Pennsylvania,105.0,1
1987,Pennsylvania,97.0,1
1988,Pennsylvania,219.0,0
1989,Pennsylvania,273.0,0
1990,Rhode Island,25.0,1
1991,Rhode Island,62.0,1
1992,Rhode Island,25.0,1
1993,Rhode Island,54.0,1
1994,Rhode Island,16.0,1
1995,Rhode Island,24.0,1
1996,Rhode Island,17.0,1
1997,Rhode Island,21.0,1
1998,Rhode Island,25.0,1
1999,Rhode Island,62.0,1
2000,Rhode Island,25.0,1
2001,Rhode Island,54.0,1
2002,Rhode Island,12.0,1
2003,Rhode Island,17.0,1
2004,Rhode Island,27.0,1
2005,Rhode Island,17.0,1
2006,Rhode Island,21.0,1
2007,South Carolina,171.0,0
2008,South Carolina,98.0,1
2009,South Carolina,11.0,1
2010,South Carolina,17.0,1
2011,South Carolina,276.0,0
2012,South Carolina,81.0,1
2013,South Carolina,11.0,1
2014,South Carolina,25.0,1
2015,South Carolina,12.0,1
2016,South Carolina,20.0,1
2017,South Carolina,170.0,0
2018,South Carolina,38.0,1
2019,South Carolina,149.0,0
2020,South Carolina,43.0,1
2021,South Carolina,13.0,1
2022,South Carolina,48.0,1
2023,South Carolina,14.0,1
2024,South Carolina,48.0,1
2025,South Carolina,110.0,1
2026,South Carolina,264.0,0
2027,South Carolina,29.0,1
2028,South Carolina,22.0,1
