,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeGroup
46569,2015,2019,37,37,0,1,0,0,70.0,0,0,1,0
46581,2015,2019,37,37,0,1,0,1,112.0,0,0,1,0
46584,2015,2019,37,37,0,1,0,1,38.0,0,0,0,0
46622,2015,2019,37,37,0,1,0,4,180.0,0,0,0,0
46624,2015,2019,37,37,0,1,0,4,365.0,0,0,1,0
46638,2015,2019,37,37,0,1,0,5,14.0,0,0,0,0
46641,2015,2019,37,37,0,1,0,5,32.0,0,0,1,0
46672,2015,2019,37,37,0,1,2,8,51.0,0,0,0,0
46729,2015,2019,37,37,0,1,2,14,14.0,0,0,1,0
46752,2015,2019,37,37,0,1,3,7,19.0,0,0,0,0
46753,2015,2019,37,37,0,1,3,7,31.0,0,0,1,0
46760,2015,2019,37,37,0,1,3,15,11.0,0,0,0,0
46761,2015,2019,37,37,0,1,3,15,42.0,0,0,1,0
46778,2015,2019,37,37,0,1,3,20,73.0,0,0,0,0
46779,2015,2019,37,37,0,1,3,20,86.0,0,0,1,0
46784,2015,2019,37,37,0,1,3,26,30.0,0,0,1,0
46785,2015,2019,37,37,0,1,3,26,34.0,0,0,0,0
46840,2015,2019,37,37,0,1,4,21,36.0,0,0,0,0
46841,2015,2019,37,37,0,1,4,21,37.0,0,0,1,0
46980,2015,2019,38,38,0,0,1,2,14.0,0,1,0,0
46983,2015,2019,38,38,0,0,1,2,42.0,0,1,1,0
46985,2015,2019,38,38,0,0,1,25,10.0,0,1,0,1
46988,2015,2019,38,38,0,0,1,25,20.0,0,1,1,1
46991,2015,2019,38,38,0,0,1,25,381.0,0,1,0,0
46995,2015,2019,38,38,0,0,1,25,864.0,0,1,1,0
46996,2015,2019,38,38,0,0,5,22,10.0,0,1,0,1
46999,2015,2019,38,38,0,0,5,22,23.0,0,1,1,1
47000,2015,2019,38,38,0,0,5,22,287.0,0,1,1,0
47006,2015,2019,38,38,0,0,5,22,87.0,0,1,0,0
47059,2015,2019,38,38,0,0,6,17,29.0,0,1,0,0
47061,2015,2019,38,38,0,0,6,17,70.0,0,1,1,0
47069,2015,2019,38,38,0,0,6,18,23.0,0,1,0,0
47071,2015,2019,38,38,0,0,6,18,27.0,0,1,1,0
47088,2015,2019,38,38,0,0,6,19,274.0,0,1,1,0
47093,2015,2019,38,38,0,0,6,19,58.0,0,1,0,0
47152,2015,2019,38,38,0,0,8,28,101.0,0,1,0,0
47158,2015,2019,38,38,0,0,8,28,365.0,0,1,1,0
47177,2015,2019,38,38,0,1,0,0,101.0,0,1,1,0
47180,2015,2019,38,38,0,1,0,0,27.0,0,1,0,0
47199,2015,2019,38,38,0,1,0,1,116.0,0,1,1,0
47203,2015,2019,38,38,0,1,0,1,35.0,0,1,0,0
47255,2015,2019,38,38,0,1,0,4,173.0,0,1,0,0
47257,2015,2019,38,38,0,1,0,4,377.0,0,1,1,0
47322,2015,2019,38,38,0,1,2,8,83.0,0,1,0,0
47333,2015,2019,38,38,0,1,2,9,13.0,0,1,0,0
47336,2015,2019,38,38,0,1,2,9,90.0,0,1,1,0
47366,2015,2019,38,38,0,1,2,11,11.0,0,1,0,0
47367,2015,2019,38,38,0,1,2,11,154.0,0,1,1,0
47376,2015,2019,38,38,0,1,2,12,12.0,0,1,0,0
47379,2015,2019,38,38,0,1,2,12,70.0,0,1,1,0
47399,2015,2019,38,38,0,1,2,14,20.0,0,1,1,0
47421,2015,2019,38,38,0,1,3,7,20.0,0,1,0,0
47422,2015,2019,38,38,0,1,3,7,32.0,0,1,1,0
47431,2015,2019,38,38,0,1,3,15,297.0,0,1,1,0
47435,2015,2019,38,38,0,1,3,15,92.0,0,1,0,0
47441,2015,2019,38,38,0,1,3,20,138.0,0,1,1,0
47443,2015,2019,38,38,0,1,3,20,224.0,0,1,0,0
47455,2015,2019,38,38,0,1,3,26,56.0,0,1,1,0
47456,2015,2019,38,38,0,1,3,26,58.0,0,1,0,0
47465,2015,2019,38,38,0,1,3,27,33.0,0,1,0,0
47466,2015,2019,38,38,0,1,3,27,45.0,0,1,1,0
47519,2015,2019,38,38,0,1,4,21,219.0,0,1,0,0
47520,2015,2019,38,38,0,1,4,21,273.0,0,1,1,0
47628,2015,2019,38,38,0,0,1,2,14.0,0,0,0,0
47631,2015,2019,38,38,0,0,1,2,42.0,0,0,1,0
47636,2015,2019,38,38,0,0,1,25,381.0,0,0,0,0
47640,2015,2019,38,38,0,0,1,25,864.0,0,0,1,0
47643,2015,2019,38,38,0,0,5,22,287.0,0,0,1,0
47648,2015,2019,38,38,0,0,5,22,87.0,0,0,0,0
47686,2015,2019,38,38,0,0,6,17,29.0,0,0,0,0
47688,2015,2019,38,38,0,0,6,17,70.0,0,0,1,0
47693,2015,2019,38,38,0,0,6,18,23.0,0,0,0,0
47695,2015,2019,38,38,0,0,6,18,27.0,0,0,1,0
47707,2015,2019,38,38,0,0,6,19,274.0,0,0,1,0
47711,2015,2019,38,38,0,0,6,19,58.0,0,0,0,0
47753,2015,2019,38,38,0,0,8,28,101.0,0,0,0,0
47758,2015,2019,38,38,0,0,8,28,365.0,0,0,1,0
47771,2015,2019,38,38,0,1,0,0,101.0,0,0,1,0
47774,2015,2019,38,38,0,1,0,0,27.0,0,0,0,0
47787,2015,2019,38,38,0,1,0,1,116.0,0,0,1,0
47791,2015,2019,38,38,0,1,0,1,35.0,0,0,0,0
47828,2015,2019,38,38,0,1,0,4,173.0,0,0,0,0
47830,2015,2019,38,38,0,1,0,4,377.0,0,0,1,0
47877,2015,2019,38,38,0,1,2,8,154.0,0,0,0,0
47885,2015,2019,38,38,0,1,2,9,156.0,0,0,1,0
47887,2015,2019,38,38,0,1,2,9,26.0,0,0,0,0
47893,2015,2019,38,38,0,1,2,10,22.0,0,0,0,0
47896,2015,2019,38,38,0,1,2,10,85.0,0,0,1,0
47909,2015,2019,38,38,0,1,2,11,12.0,0,0,0,0
47910,2015,2019,38,38,0,1,2,11,166.0,0,0,1,0
47916,2015,2019,38,38,0,1,2,12,108.0,0,0,1,0
47918,2015,2019,38,38,0,1,2,12,21.0,0,0,0,0
47934,2015,2019,38,38,0,1,2,14,37.0,0,0,1,0
47957,2015,2019,38,38,0,1,3,7,38.0,0,0,0,0
47958,2015,2019,38,38,0,1,3,7,56.0,0,0,1,0
47964,2015,2019,38,38,0,1,3,15,172.0,0,0,1,0
47968,2015,2019,38,38,0,1,3,15,50.0,0,0,0,0
47979,2015,2019,38,38,0,1,3,20,160.0,0,0,0,0
47981,2015,2019,38,38,0,1,3,20,233.0,0,0,1,0
47988,2015,2019,38,38,0,1,3,26,105.0,0,0,0,0
47992,2015,2019,38,38,0,1,3,26,97.0,0,0,1,0
48044,2015,2019,38,38,0,1,4,21,219.0,0,0,0,0
48045,2015,2019,38,38,0,1,4,21,273.0,0,0,1,0
48195,2015,2019,39,39,0,0,1,25,25.0,0,1,0,0
48199,2015,2019,39,39,0,0,1,25,62.0,0,1,1,0
48461,2015,2019,39,39,0,1,0,4,25.0,0,1,0,0
48463,2015,2019,39,39,0,1,0,4,54.0,0,1,1,0
48650,2015,2019,39,39,0,1,3,20,16.0,0,1,1,0
48651,2015,2019,39,39,0,1,3,20,24.0,0,1,0,0
48727,2015,2019,39,39,0,1,4,21,17.0,0,1,0,0
48728,2015,2019,39,39,0,1,4,21,21.0,0,1,1,0
48842,2015,2019,39,39,0,0,1,25,25.0,0,0,0,0
48846,2015,2019,39,39,0,0,1,25,62.0,0,0,1,0
49037,2015,2019,39,39,0,1,0,4,25.0,0,0,0,0
49039,2015,2019,39,39,0,1,0,4,54.0,0,0,1,0
49086,2015,2019,39,39,0,1,2,8,12.0,0,0,0,0
49190,2015,2019,39,39,0,1,3,20,17.0,0,0,0,0
49191,2015,2019,39,39,0,1,3,20,27.0,0,0,1,0
49254,2015,2019,39,39,0,1,4,21,17.0,0,0,0,0
49255,2015,2019,39,39,0,1,4,21,21.0,0,0,1,0
49405,2015,2019,40,40,0,0,1,25,171.0,0,1,1,0
49409,2015,2019,40,40,0,0,1,25,98.0,0,1,0,0
49411,2015,2019,40,40,0,0,5,22,11.0,0,1,0,1
49413,2015,2019,40,40,0,0,5,22,17.0,0,1,1,1
49415,2015,2019,40,40,0,0,5,22,276.0,0,1,1,0
49420,2015,2019,40,40,0,0,5,22,81.0,0,1,0,0
49472,2015,2019,40,40,0,0,6,17,11.0,0,1,0,0
49475,2015,2019,40,40,0,0,6,17,25.0,0,1,1,0
49484,2015,2019,40,40,0,0,6,18,12.0,0,1,0,0
49486,2015,2019,40,40,0,0,6,18,20.0,0,1,1,0
49502,2015,2019,40,40,0,0,6,19,170.0,0,1,1,0
49507,2015,2019,40,40,0,0,6,19,38.0,0,1,0,0
49570,2015,2019,40,40,0,0,8,28,149.0,0,1,1,0
49573,2015,2019,40,40,0,0,8,28,43.0,0,1,0,0
49593,2015,2019,40,40,0,1,0,0,13.0,0,1,0,0
49596,2015,2019,40,40,0,1,0,0,48.0,0,1,1,0
49615,2015,2019,40,40,0,1,0,1,14.0,0,1,0,0
49618,2015,2019,40,40,0,1,0,1,48.0,0,1,1,0
49670,2015,2019,40,40,0,1,0,4,110.0,0,1,0,0
49672,2015,2019,40,40,0,1,0,4,264.0,0,1,1,0
49738,2015,2019,40,40,0,1,2,8,29.0,0,1,0,0
49849,2015,2019,40,40,0,1,3,15,22.0,0,1,0,0
49852,2015,2019,40,40,0,1,3,15,99.0,0,1,1,0
49862,2015,2019,40,40,0,1,3,20,69.0,0,1,1,0
49863,2015,2019,40,40,0,1,3,20,98.0,0,1,0,0
49871,2015,2019,40,40,0,1,3,26,21.0,0,1,0,0
49872,2015,2019,40,40,0,1,3,26,27.0,0,1,1,0
49882,2015,2019,40,40,0,1,3,27,11.0,0,1,0,0
49883,2015,2019,40,40,0,1,3,27,19.0,0,1,1,0
49936,2015,2019,40,40,0,1,4,21,120.0,0,1,1,0
49940,2015,2019,40,40,0,1,4,21,95.0,0,1,0,0
50053,2015,2019,40,40,0,0,1,25,171.0,0,0,1,0
50057,2015,2019,40,40,0,0,1,25,98.0,0,0,0,0
50061,2015,2019,40,40,0,0,5,22,276.0,0,0,1,0
50064,2015,2019,40,40,0,0,5,22,81.0,0,0,0,0
50101,2015,2019,40,40,0,0,6,17,11.0,0,0,0,0
50104,2015,2019,40,40,0,0,6,17,25.0,0,0,1,0
50110,2015,2019,40,40,0,0,6,18,12.0,0,0,0,0
50112,2015,2019,40,40,0,0,6,18,20.0,0,0,1,0
50123,2015,2019,40,40,0,0,6,19,170.0,0,0,1,0
50127,2015,2019,40,40,0,0,6,19,38.0,0,0,0,0
50172,2015,2019,40,40,0,0,8,28,149.0,0,0,1,0
50175,2015,2019,40,40,0,0,8,28,43.0,0,0,0,0
50189,2015,2019,40,40,0,1,0,0,13.0,0,0,0,0
50192,2015,2019,40,40,0,1,0,0,48.0,0,0,1,0
50205,2015,2019,40,40,0,1,0,1,14.0,0,0,0,0
50208,2015,2019,40,40,0,1,0,1,48.0,0,0,1,0
50244,2015,2019,40,40,0,1,0,4,110.0,0,0,0,0
50246,2015,2019,40,40,0,1,0,4,264.0,0,0,1,0
50295,2015,2019,40,40,0,1,2,8,51.0,0,0,0,0
50352,2015,2019,40,40,0,1,2,14,15.0,0,0,1,0
50382,2015,2019,40,40,0,1,3,15,12.0,0,0,0,0
50385,2015,2019,40,40,0,1,3,15,58.0,0,0,1,0
50398,2015,2019,40,40,0,1,3,20,110.0,0,0,1,0
50402,2015,2019,40,40,0,1,3,20,70.0,0,0,0,0
50407,2015,2019,40,40,0,1,3,26,37.0,0,0,0,0
50408,2015,2019,40,40,0,1,3,26,43.0,0,0,1,0
50462,2015,2019,40,40,0,1,4,21,120.0,0,0,1,0
50466,2015,2019,40,40,0,1,4,21,95.0,0,0,0,0
50626,2015,2019,41,41,0,0,5,22,12.0,0,1,0,0
50628,2015,2019,41,41,0,0,5,22,38.0,0,1,1,0
50881,2015,2019,41,41,0,1,0,4,51.0,0,1,0,0
50883,2015,2019,41,41,0,1,0,4,74.0,0,1,1,0
51067,2015,2019,41,41,0,1,3,20,13.0,0,1,1,0
51068,2015,2019,41,41,0,1,3,20,24.0,0,1,0,0
51144,2015,2019,41,41,0,1,4,21,10.0,0,1,1,0
51145,2015,2019,41,41,0,1,4,21,11.0,0,1,0,0
51269,2015,2019,41,41,0,0,5,22,12.0,0,0,0,0
51271,2015,2019,41,41,0,0,5,22,38.0,0,0,1,0
51454,2015,2019,41,41,0,1,0,4,51.0,0,0,0,0
51456,2015,2019,41,41,0,1,0,4,74.0,0,0,1,0
51605,2015,2019,41,41,0,1,3,20,17.0,0,0,0,0
51606,2015,2019,41,41,0,1,3,20,22.0,0,0,1,0
51669,2015,2019,41,41,0,1,4,21,10.0,0,0,1,0
51670,2015,2019,41,41,0,1,4,21,11.0,0,0,0,0
51820,2015,2019,42,42,0,0,1,25,189.0,0,1,0,0
51822,2015,2019,42,42,0,0,1,25,297.0,0,1,1,0
51829,2015,2019,42,42,0,0,5,22,222.0,0,1,1,0
51832,2015,2019,42,42,0,0,5,22,68.0,0,1,0,0
51886,2015,2019,42,42,0,0,6,17,17.0,0,1,0,0
51888,2015,2019,42,42,0,0,6,17,41.0,0,1,1,0
51897,2015,2019,42,42,0,0,6,18,16.0,0,1,0,0
51899,2015,2019,42,42,0,0,6,18,22.0,0,1,1,0
51916,2015,2019,42,42,0,0,6,19,200.0,0,1,1,0
51921,2015,2019,42,42,0,0,6,19,49.0,0,1,0,0
51982,2015,2019,42,42,0,0,8,28,211.0,0,1,1,0
51985,2015,2019,42,42,0,0,8,28,61.0,0,1,0,0
52006,2015,2019,42,42,0,1,0,0,19.0,0,1,0,0
52009,2015,2019,42,42,0,1,0,0,67.0,0,1,1,0
52030,2015,2019,42,42,0,1,0,1,26.0,0,1,0,0
52032,2015,2019,42,42,0,1,0,1,93.0,0,1,1,0
52084,2015,2019,42,42,0,1,0,4,131.0,0,1,0,0
52086,2015,2019,42,42,0,1,0,4,375.0,0,1,1,0
52151,2015,2019,42,42,0,1,2,8,31.0,0,1,0,0
52261,2015,2019,42,42,0,1,3,15,147.0,0,1,1,0
52263,2015,2019,42,42,0,1,3,15,41.0,0,1,0,0
52270,2015,2019,42,42,0,1,3,20,106.0,0,1,1,0
52271,2015,2019,42,42,0,1,3,20,142.0,0,1,0,0
52283,2015,2019,42,42,0,1,3,26,23.0,0,1,0,0
52284,2015,2019,42,42,0,1,3,26,27.0,0,1,1,0
52348,2015,2019,42,42,0,1,4,21,129.0,0,1,0,0
52350,2015,2019,42,42,0,1,4,21,155.0,0,1,1,0
52467,2015,2019,42,42,0,0,1,25,189.0,0,0,0,0
52469,2015,2019,42,42,0,0,1,25,297.0,0,0,1,0
52473,2015,2019,42,42,0,0,5,22,222.0,0,0,1,0
52476,2015,2019,42,42,0,0,5,22,68.0,0,0,0,0
52515,2015,2019,42,42,0,0,6,17,17.0,0,0,0,0
52517,2015,2019,42,42,0,0,6,17,41.0,0,0,1,0
52523,2015,2019,42,42,0,0,6,18,16.0,0,0,0,0
52525,2015,2019,42,42,0,0,6,18,22.0,0,0,1,0
52537,2015,2019,42,42,0,0,6,19,200.0,0,0,1,0
52541,2015,2019,42,42,0,0,6,19,49.0,0,0,0,0
52584,2015,2019,42,42,0,0,8,28,211.0,0,0,1,0
52587,2015,2019,42,42,0,0,8,28,61.0,0,0,0,0
52602,2015,2019,42,42,0,1,0,0,19.0,0,0,0,0
52605,2015,2019,42,42,0,1,0,0,67.0,0,0,1,0
52620,2015,2019,42,42,0,1,0,1,26.0,0,0,0,0
52622,2015,2019,42,42,0,1,0,1,93.0,0,0,1,0
52659,2015,2019,42,42,0,1,0,4,131.0,0,0,0,0
52661,2015,2019,42,42,0,1,0,4,375.0,0,0,1,0
52708,2015,2019,42,42,0,1,2,8,58.0,0,0,0,0
52760,2015,2019,49,48,0,1,0,4,33.0,0,0,0,0
52765,2015,2019,42,42,0,1,2,14,15.0,0,0,1,0
52788,2015,2019,42,42,0,1,3,7,11.0,0,0,0,0
52789,2015,2019,42,42,0,1,3,7,19.0,0,0,1,0
52796,2015,2019,42,42,0,1,3,15,23.0,0,0,0,0
52799,2015,2019,42,42,0,1,3,15,85.0,0,0,1,0
52810,2015,2019,42,42,0,1,3,20,179.0,0,0,1,0
52815,2015,2019,42,42,0,1,3,20,99.0,0,0,0,0
52820,2015,2019,42,42,0,1,3,26,42.0,0,0,0,0
52821,2015,2019,42,42,0,1,3,26,46.0,0,0,1,0
52875,2015,2019,42,42,0,1,4,21,129.0,0,0,0,0
52877,2015,2019,42,42,0,1,4,21,155.0,0,0,1,0
53014,2015,2019,43,43,0,0,1,2,105.0,0,1,1,0
53017,2015,2019,43,43,0,0,1,2,33.0,0,1,0,0
53027,2015,2019,43,43,0,0,1,25,256.0,0,1,0,0
53029,2015,2019,43,43,0,0,1,25,527.0,0,1,1,0
53031,2015,2019,43,43,0,0,5,22,1200.0,0,1,1,0
53032,2015,2019,43,43,0,0,5,22,121.0,0,1,1,1
53039,2015,2019,43,43,0,0,5,22,426.0,0,1,0,0
53041,2015,2019,43,43,0,0,5,22,66.0,0,1,0,1
53082,2015,2019,43,43,0,0,6,16,22.0,0,1,0,0
53085,2015,2019,43,43,0,0,6,16,78.0,0,1,1,0
53091,2015,2019,43,43,0,0,6,17,117.0,0,1,1,0
53095,2015,2019,43,43,0,0,6,17,46.0,0,1,0,0
53104,2015,2019,43,43,0,0,6,18,26.0,0,1,0,0
53106,2015,2019,43,43,0,0,6,18,43.0,0,1,1,0
53120,2015,2019,43,43,0,0,6,19,14.0,0,1,0,1
53121,2015,2019,43,43,0,0,6,19,149.0,0,1,0,0
53125,2015,2019,43,43,0,0,6,19,571.0,0,1,1,0
53128,2015,2019,43,43,0,0,6,19,82.0,0,1,1,1
53186,2015,2019,43,43,0,0,8,28,16.0,0,1,0,1
53187,2015,2019,43,43,0,0,8,28,190.0,0,1,0,0
53191,2015,2019,43,43,0,0,8,28,55.0,0,1,1,1
53193,2015,2019,43,43,0,0,8,28,685.0,0,1,1,0
53214,2015,2019,43,43,0,1,0,0,28.0,0,1,0,0
53217,2015,2019,43,43,0,1,0,0,95.0,0,1,1,0
53235,2015,2019,43,43,0,1,0,1,241.0,0,1,1,0
53238,2015,2019,43,43,0,1,0,1,75.0,0,1,0,0
53289,2015,2019,43,43,0,1,0,4,1224.0,0,1,1,0
53293,2015,2019,43,43,0,1,0,4,404.0,0,1,0,0
53312,2015,2019,43,43,0,1,0,5,14.0,0,1,0,0
53315,2015,2019,43,43,0,1,0,5,48.0,0,1,1,0
53354,2015,2019,43,43,0,1,2,8,111.0,0,1,0,0
53367,2015,2019,43,43,0,1,2,9,150.0,0,1,1,0
53368,2015,2019,43,43,0,1,2,9,16.0,0,1,0,0
53402,2015,2019,43,43,0,1,2,11,19.0,0,1,0,0
53403,2015,2019,43,43,0,1,2,11,325.0,0,1,1,0
53411,2015,2019,43,43,0,1,2,12,129.0,0,1,1,0
53413,2015,2019,43,43,0,1,2,12,15.0,0,1,0,0
53434,2015,2019,43,43,0,1,2,14,28.0,0,1,1,0
53456,2015,2019,43,43,0,1,3,7,20.0,0,1,0,0
53457,2015,2019,43,43,0,1,3,7,42.0,0,1,1,0
53465,2015,2019,43,43,0,1,3,15,110.0,0,1,0,0
53469,2015,2019,43,43,0,1,3,15,447.0,0,1,1,0
53477,2015,2019,43,43,0,1,3,20,336.0,0,1,1,0
53478,2015,2019,43,43,0,1,3,20,414.0,0,1,0,0
53491,2015,2019,43,43,0,1,3,26,75.0,0,1,0,0
53492,2015,2019,43,43,0,1,3,26,94.0,0,1,1,0
53502,2015,2019,43,43,0,1,3,27,48.0,0,1,0,0
53503,2015,2019,43,43,0,1,3,27,88.0,0,1,1,0
53556,2015,2019,43,43,0,1,4,21,501.0,0,1,0,0
53558,2015,2019,43,43,0,1,4,21,690.0,0,1,1,0
53661,2015,2019,43,43,0,0,1,2,105.0,0,0,1,0
53664,2015,2019,43,43,0,0,1,2,33.0,0,0,0,0
53671,2015,2019,43,43,0,0,1,25,256.0,0,0,0,0
53673,2015,2019,43,43,0,0,1,25,527.0,0,0,1,0
53675,2015,2019,43,43,0,0,5,22,1200.0,0,0,1,0
53681,2015,2019,43,43,0,0,5,22,426.0,0,0,0,0
53711,2015,2019,43,43,0,0,6,16,22.0,0,0,0,0
53714,2015,2019,43,43,0,0,6,16,78.0,0,0,1,0
53717,2015,2019,43,43,0,0,6,17,117.0,0,0,1,0
53721,2015,2019,43,43,0,0,6,17,46.0,0,0,0,0
53727,2015,2019,43,43,0,0,6,18,26.0,0,0,0,0
53729,2015,2019,43,43,0,0,6,18,43.0,0,0,1,0
53740,2015,2019,43,43,0,0,6,19,149.0,0,0,0,0
53744,2015,2019,43,43,0,0,6,19,571.0,0,0,1,0
53788,2015,2019,43,43,0,0,8,28,190.0,0,0,0,0
53793,2015,2019,43,43,0,0,8,28,685.0,0,0,1,0
53807,2015,2019,43,43,0,1,0,0,28.0,0,0,0,0
53810,2015,2019,43,43,0,1,0,0,95.0,0,0,1,0
53822,2015,2019,43,43,0,1,0,1,241.0,0,0,1,0
53825,2015,2019,43,43,0,1,0,1,75.0,0,0,0,0
53861,2015,2019,43,43,0,1,0,4,1224.0,0,0,1,0
53865,2015,2019,43,43,0,1,0,4,404.0,0,0,0,0
53878,2015,2019,43,43,0,1,0,5,14.0,0,0,0,0
53881,2015,2019,43,43,0,1,0,5,48.0,0,0,1,0
53910,2015,2019,43,43,0,1,2,8,203.0,0,0,0,0
53919,2015,2019,43,43,0,1,2,9,259.0,0,0,1,0
53921,2015,2019,43,43,0,1,2,9,30.0,0,0,0,0
53927,2015,2019,43,43,0,1,2,10,21.0,0,0,0,0
53930,2015,2019,43,43,0,1,2,10,98.0,0,0,1,0
53944,2015,2019,43,43,0,1,2,11,21.0,0,0,0,0
53945,2015,2019,43,43,0,1,2,11,352.0,0,0,1,0
53951,2015,2019,43,43,0,1,2,12,199.0,0,0,1,0
53953,2015,2019,43,43,0,1,2,12,27.0,0,0,0,0
53968,2015,2019,43,43,0,1,2,14,51.0,0,0,1,0
53993,2015,2019,43,43,0,1,3,7,38.0,0,0,0,0
53994,2015,2019,43,43,0,1,3,7,74.0,0,0,1,0
53999,2015,2019,43,43,0,1,3,15,260.0,0,0,1,0
54001,2015,2019,43,43,0,1,3,15,61.0,0,0,0,0
54014,2015,2019,43,43,0,1,3,20,291.0,0,0,0,0
54015,2015,2019,43,43,0,1,3,20,567.0,0,0,1,0
54021,2015,2019,43,43,0,1,3,26,135.0,0,0,0,0
54022,2015,2019,43,43,0,1,3,26,162.0,0,0,1,0
54080,2015,2019,43,43,0,1,4,21,501.0,0,0,0,0
54082,2015,2019,43,43,0,1,4,21,690.0,0,0,1,0
54150,2015,2019,43,43,0,1,7,29,12.0,0,0,0,0
54153,2015,2019,43,43,0,1,7,29,35.0,0,0,1,0
54232,2015,2019,44,44,0,0,1,25,60.0,0,1,0,0
54233,2015,2019,44,44,0,0,1,25,98.0,0,1,1,0
54240,2015,2019,44,44,0,0,5,22,15.0,0,1,0,0
54243,2015,2019,44,44,0,0,5,22,43.0,0,1,1,0
54390,2015,2019,44,44,0,0,8,28,117.0,0,1,1,0
54396,2015,2019,44,44,0,0,8,28,36.0,0,1,0,0
54439,2015,2019,44,44,0,1,0,1,21.0,0,1,0,0
54441,2015,2019,44,44,0,1,0,1,52.0,0,1,1,0
54495,2015,2019,44,44,0,1,0,4,51.0,0,1,0,0
54497,2015,2019,44,44,0,1,0,4,94.0,0,1,1,0
54582,2015,2019,49,48,0,1,0,4,99.0,0,0,1,0
54682,2015,2019,44,44,0,1,3,20,12.0,0,1,1,0
54683,2015,2019,44,44,0,1,3,20,18.0,0,1,0,0
54759,2015,2019,44,44,0,1,4,21,27.0,0,1,0,0
54760,2015,2019,44,44,0,1,4,21,33.0,0,1,1,0
54876,2015,2019,44,44,0,0,1,25,60.0,0,0,0,0
54877,2015,2019,44,44,0,0,1,25,98.0,0,0,1,0
54881,2015,2019,44,44,0,0,5,22,15.0,0,0,0,0
54884,2015,2019,44,44,0,0,5,22,43.0,0,0,1,0
54990,2015,2019,44,44,0,0,8,28,117.0,0,0,1,0
54995,2015,2019,44,44,0,0,8,28,36.0,0,0,0,0
55026,2015,2019,44,44,0,1,0,1,21.0,0,0,0,0
55028,2015,2019,44,44,0,1,0,1,52.0,0,0,1,0
55067,2015,2019,44,44,0,1,0,4,51.0,0,0,0,0
55069,2015,2019,44,44,0,1,0,4,94.0,0,0,1,0
55115,2015,2019,44,44,0,1,2,8,12.0,0,0,0,0
55219,2015,2019,44,44,0,1,3,20,12.0,0,0,0,0
55220,2015,2019,44,44,0,1,3,20,20.0,0,0,1,0
55283,2015,2019,44,44,0,1,4,21,27.0,0,0,0,0
55284,2015,2019,44,44,0,1,4,21,33.0,0,0,1,0
55434,2015,2019,46,45,0,0,1,25,12.0,0,1,0,0
55437,2015,2019,46,45,0,0,1,25,23.0,0,1,1,0
55699,2015,2019,46,45,0,1,0,4,16.0,0,1,0,0
55702,2015,2019,46,45,0,1,0,4,39.0,0,1,1,0
55887,2015,2019,46,45,0,1,3,20,12.0,0,1,1,0
55888,2015,2019,46,45,0,1,3,20,25.0,0,1,0,0
56080,2015,2019,46,45,0,0,1,25,12.0,0,0,0,0
56083,2015,2019,46,45,0,0,1,25,23.0,0,0,1,0
56272,2015,2019,46,45,0,1,0,4,16.0,0,0,0,0
56275,2015,2019,46,45,0,1,0,4,39.0,0,0,1,0
56425,2015,2019,46,45,0,1,3,20,18.0,0,0,0,0
56426,2015,2019,46,45,0,1,3,20,19.0,0,0,1,0
56629,2015,2019,45,46,0,0,1,2,13.0,0,1,0,0
56632,2015,2019,45,46,0,0,1,2,35.0,0,1,1,0
56639,2015,2019,45,46,0,0,1,25,119.0,0,1,0,0
56642,2015,2019,45,46,0,0,1,25,255.0,0,1,1,0
56649,2015,2019,45,46,0,0,5,22,207.0,0,1,1,0
56655,2015,2019,45,46,0,0,5,22,70.0,0,1,0,0
56706,2015,2019,45,46,0,0,6,17,18.0,0,1,0,0
56709,2015,2019,45,46,0,0,6,17,39.0,0,1,1,0
56718,2015,2019,45,46,0,0,6,18,12.0,0,1,0,0
56719,2015,2019,45,46,0,0,6,18,18.0,0,1,1,0
56736,2015,2019,45,46,0,0,6,19,150.0,0,1,1,0
56741,2015,2019,45,46,0,0,6,19,40.0,0,1,0,0
56803,2015,2019,45,46,0,0,8,28,215.0,0,1,1,0
56806,2015,2019,45,46,0,0,8,28,63.0,0,1,0,0
56827,2015,2019,45,46,0,1,0,0,15.0,0,1,0,0
56830,2015,2019,45,46,0,1,0,0,56.0,0,1,1,0
56848,2015,2019,45,46,0,1,0,1,123.0,0,1,1,0
56850,2015,2019,45,46,0,1,0,1,32.0,0,1,0,0
56903,2015,2019,45,46,0,1,0,4,106.0,0,1,0,0
56905,2015,2019,45,46,0,1,0,4,275.0,0,1,1,0
56971,2015,2019,45,46,0,1,2,8,49.0,0,1,0,0
57048,2015,2019,45,46,0,1,2,14,11.0,0,1,1,0
57082,2015,2019,45,46,0,1,3,15,122.0,0,1,1,0
57085,2015,2019,45,46,0,1,3,15,37.0,0,1,0,0
57092,2015,2019,45,46,0,1,3,20,124.0,0,1,0,0
57096,2015,2019,45,46,0,1,3,20,73.0,0,1,1,0
57104,2015,2019,45,46,0,1,3,26,29.0,0,1,1,0
57105,2015,2019,45,46,0,1,3,26,31.0,0,1,0,0
57115,2015,2019,45,46,0,1,3,27,16.0,0,1,0,0
57116,2015,2019,45,46,0,1,3,27,22.0,0,1,1,0
