,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeGroup
26894,2015,2019,19,21,0,1,2,8,47.0,0,1,0,0
26972,2015,2019,19,21,0,1,2,14,11.0,0,1,1,0
26995,2015,2019,19,21,0,1,3,7,14.0,0,1,0,0
26996,2015,2019,19,21,0,1,3,7,17.0,0,1,1,0
27005,2015,2019,19,21,0,1,3,15,121.0,0,1,1,0
27009,2015,2019,19,21,0,1,3,15,42.0,0,1,0,0
27016,2015,2019,19,21,0,1,3,20,133.0,0,1,0,0
27020,2015,2019,19,21,0,1,3,20,65.0,0,1,1,0
27028,2015,2019,19,21,0,1,3,26,25.0,0,1,1,0
27029,2015,2019,19,21,0,1,3,26,30.0,0,1,0,0
27093,2015,2019,19,21,0,1,4,21,124.0,0,1,1,0
27097,2015,2019,19,21,0,1,4,21,87.0,0,1,0,0
27203,2015,2019,19,21,0,0,1,2,14.0,0,0,0,0
27206,2015,2019,19,21,0,0,1,2,37.0,0,0,1,0
27211,2015,2019,19,21,0,0,1,25,154.0,0,0,0,0
27214,2015,2019,19,21,0,0,1,25,435.0,0,0,1,0
27218,2015,2019,19,21,0,0,5,22,110.0,0,0,1,0
27223,2015,2019,19,21,0,0,5,22,40.0,0,0,0,0
27260,2015,2019,19,21,0,0,6,17,15.0,0,0,0,0
27262,2015,2019,19,21,0,0,6,17,32.0,0,0,1,0
27283,2015,2019,19,21,0,0,6,19,14.0,0,0,0,0
27286,2015,2019,19,21,0,0,6,19,56.0,0,0,1,0
27330,2015,2019,19,21,0,0,8,28,120.0,0,0,1,0
27333,2015,2019,19,21,0,0,8,28,39.0,0,0,0,0
27349,2015,2019,19,21,0,1,0,0,29.0,0,0,0,0
27351,2015,2019,19,21,0,1,0,0,92.0,0,0,1,0
27365,2015,2019,19,21,0,1,0,1,33.0,0,0,0,0
27367,2015,2019,19,21,0,1,0,1,95.0,0,0,1,0
27402,2015,2019,19,21,0,1,0,4,106.0,0,0,0,0
27404,2015,2019,19,21,0,1,0,4,244.0,0,0,1,0
27453,2015,2019,19,21,0,1,2,8,79.0,0,0,0,0
27459,2015,2019,19,21,0,1,2,9,13.0,0,0,0,0
27462,2015,2019,19,21,0,1,2,9,65.0,0,0,1,0
27468,2015,2019,19,21,0,1,2,10,14.0,0,0,0,0
27471,2015,2019,19,21,0,1,2,10,42.0,0,0,1,0
27492,2015,2019,19,21,0,1,2,12,12.0,0,0,0,0
27495,2015,2019,19,21,0,1,2,12,53.0,0,0,1,0
27510,2015,2019,19,21,0,1,2,14,19.0,0,0,1,0
27533,2015,2019,19,21,0,1,3,7,24.0,0,0,0,0
27534,2015,2019,19,21,0,1,3,7,30.0,0,0,1,0
27541,2015,2019,19,21,0,1,3,15,23.0,0,0,0,0
27542,2015,2019,19,21,0,1,3,15,71.0,0,0,1,0
27556,2015,2019,19,21,0,1,3,20,107.0,0,0,1,0
27560,2015,2019,19,21,0,1,3,20,96.0,0,0,0,0
27565,2015,2019,19,21,0,1,3,26,42.0,0,0,1,0
27566,2015,2019,19,21,0,1,3,26,50.0,0,0,0,0
27620,2015,2019,19,21,0,1,4,21,124.0,0,0,1,0
27624,2015,2019,19,21,0,1,4,21,87.0,0,0,0,0
27761,2015,2019,22,22,0,0,1,2,21.0,0,1,0,0
27764,2015,2019,22,22,0,0,1,2,56.0,0,1,1,0
27773,2015,2019,22,22,0,0,1,25,231.0,0,1,0,0
27775,2015,2019,22,22,0,0,1,25,433.0,0,1,1,0
27781,2015,2019,22,22,0,0,5,22,223.0,0,1,1,0
27787,2015,2019,22,22,0,0,5,22,74.0,0,1,0,0
27838,2015,2019,22,22,0,0,6,17,19.0,0,1,0,0
27841,2015,2019,22,22,0,0,6,17,42.0,0,1,1,0
27850,2015,2019,22,22,0,0,6,18,15.0,0,1,0,0
27852,2015,2019,22,22,0,0,6,18,23.0,0,1,1,0
27870,2015,2019,22,22,0,0,6,19,219.0,0,1,1,0
27874,2015,2019,22,22,0,0,6,19,51.0,0,1,0,0
27935,2015,2019,22,22,0,0,8,28,271.0,0,1,1,0
27938,2015,2019,22,22,0,0,8,28,72.0,0,1,0,0
27961,2015,2019,22,22,0,1,0,0,29.0,0,1,0,0
27963,2015,2019,22,22,0,1,0,0,93.0,0,1,1,0
27980,2015,2019,22,22,0,1,0,1,113.0,0,1,1,0
27983,2015,2019,22,22,0,1,0,1,30.0,0,1,0,0
28037,2015,2019,22,22,0,1,0,4,214.0,0,1,0,0
28039,2015,2019,22,22,0,1,0,4,438.0,0,1,1,0
28104,2015,2019,22,22,0,1,2,8,58.0,0,1,0,0
28181,2015,2019,22,22,0,1,2,14,15.0,0,1,1,0
28203,2015,2019,22,22,0,1,3,7,12.0,0,1,0,0
28204,2015,2019,22,22,0,1,3,7,23.0,0,1,1,0
28214,2015,2019,22,22,0,1,3,15,266.0,0,1,1,0
28217,2015,2019,22,22,0,1,3,15,75.0,0,1,0,0
28223,2015,2019,22,22,0,1,3,20,163.0,0,1,1,0
28224,2015,2019,22,22,0,1,3,20,247.0,0,1,0,0
28236,2015,2019,22,22,0,1,3,26,36.0,0,1,0,0
28237,2015,2019,22,22,0,1,3,26,39.0,0,1,1,0
28247,2015,2019,22,22,0,1,3,27,22.0,0,1,0,0
28248,2015,2019,22,22,0,1,3,27,30.0,0,1,1,0
28301,2015,2019,22,22,0,1,4,21,154.0,0,1,0,0
28303,2015,2019,22,22,0,1,4,21,191.0,0,1,1,0
28409,2015,2019,22,22,0,0,1,2,21.0,0,0,0,0
28412,2015,2019,22,22,0,0,1,2,56.0,0,0,1,0
28418,2015,2019,22,22,0,0,1,25,231.0,0,0,0,0
28420,2015,2019,22,22,0,0,1,25,433.0,0,0,1,0
28424,2015,2019,22,22,0,0,5,22,223.0,0,0,1,0
28429,2015,2019,22,22,0,0,5,22,74.0,0,0,0,0
28465,2015,2019,22,22,0,0,6,17,19.0,0,0,0,0
28468,2015,2019,22,22,0,0,6,17,42.0,0,0,1,0
28474,2015,2019,22,22,0,0,6,18,15.0,0,0,0,0
28476,2015,2019,22,22,0,0,6,18,23.0,0,0,1,0
28489,2015,2019,22,22,0,0,6,19,219.0,0,0,1,0
28492,2015,2019,22,22,0,0,6,19,51.0,0,0,0,0
28535,2015,2019,22,22,0,0,8,28,271.0,0,0,1,0
28538,2015,2019,22,22,0,0,8,28,72.0,0,0,0,0
28555,2015,2019,22,22,0,1,0,0,29.0,0,0,0,0
28557,2015,2019,22,22,0,1,0,0,93.0,0,0,1,0
28568,2015,2019,22,22,0,1,0,1,113.0,0,0,1,0
28571,2015,2019,22,22,0,1,0,1,30.0,0,0,0,0
28610,2015,2019,22,22,0,1,0,4,214.0,0,0,0,0
28612,2015,2019,22,22,0,1,0,4,438.0,0,0,1,0
28657,2015,2019,22,22,0,1,2,8,109.0,0,0,0,0
28665,2015,2019,22,22,0,1,2,9,112.0,0,0,1,0
28667,2015,2019,22,22,0,1,2,9,17.0,0,0,0,0
28674,2015,2019,22,22,0,1,2,10,17.0,0,0,0,0
28677,2015,2019,22,22,0,1,2,10,67.0,0,0,1,0
28699,2015,2019,22,22,0,1,2,12,17.0,0,0,0,0
28702,2015,2019,22,22,0,1,2,12,95.0,0,0,1,0
28716,2015,2019,22,22,0,1,2,14,27.0,0,0,1,0
28739,2015,2019,22,22,0,1,3,7,23.0,0,0,0,0
28740,2015,2019,22,22,0,1,3,7,40.0,0,0,1,0
28747,2015,2019,22,22,0,1,3,15,155.0,0,0,1,0
28750,2015,2019,22,22,0,1,3,15,41.0,0,0,0,0
28762,2015,2019,22,22,0,1,3,20,177.0,0,0,0,0
28763,2015,2019,22,22,0,1,3,20,275.0,0,0,1,0
28773,2015,2019,22,22,0,1,3,26,66.0,0,0,0,0
28774,2015,2019,22,22,0,1,3,26,68.0,0,0,1,0
28826,2015,2019,22,22,0,1,4,21,154.0,0,0,0,0
28828,2015,2019,22,22,0,1,4,21,191.0,0,0,1,0
28966,2015,2019,23,23,0,0,1,2,17.0,0,1,0,0
28969,2015,2019,23,23,0,0,1,2,49.0,0,1,1,0
28976,2015,2019,23,23,0,0,1,25,120.0,0,1,1,0
28980,2015,2019,23,23,0,0,1,25,59.0,0,1,0,0
28989,2015,2019,23,23,0,0,5,22,28.0,0,1,0,0
28992,2015,2019,23,23,0,0,5,22,97.0,0,1,1,0
29043,2015,2019,23,23,0,0,6,17,15.0,0,1,0,0
29046,2015,2019,23,23,0,0,6,17,33.0,0,1,1,0
29076,2015,2019,23,23,0,0,6,19,15.0,0,1,0,0
29079,2015,2019,23,23,0,0,6,19,44.0,0,1,1,0
29140,2015,2019,23,23,0,0,8,28,143.0,0,1,1,0
29143,2015,2019,23,23,0,0,8,28,38.0,0,1,0,0
29164,2015,2019,23,23,0,1,0,0,19.0,0,1,0,0
29167,2015,2019,23,23,0,1,0,0,50.0,0,1,1,0
29186,2015,2019,23,23,0,1,0,1,24.0,0,1,0,0
29189,2015,2019,23,23,0,1,0,1,71.0,0,1,1,0
29241,2015,2019,23,23,0,1,0,4,142.0,0,1,0,0
29243,2015,2019,23,23,0,1,0,4,274.0,0,1,1,0
29308,2015,2019,23,23,0,1,2,8,34.0,0,1,0,0
29407,2015,2019,23,23,0,1,3,7,10.0,0,1,0,0
29408,2015,2019,23,23,0,1,3,7,15.0,0,1,1,0
29419,2015,2019,23,23,0,1,3,15,23.0,0,1,0,0
29420,2015,2019,23,23,0,1,3,15,84.0,0,1,1,0
29428,2015,2019,23,23,0,1,3,20,107.0,0,1,0,0
29432,2015,2019,23,23,0,1,3,20,54.0,0,1,1,0
29440,2015,2019,23,23,0,1,3,26,21.0,0,1,1,0
29441,2015,2019,23,23,0,1,3,26,25.0,0,1,0,0
29507,2015,2019,23,23,0,1,4,21,54.0,0,1,0,0
29508,2015,2019,23,23,0,1,4,21,64.0,0,1,1,0
29615,2015,2019,23,23,0,0,1,2,17.0,0,0,0,0
29618,2015,2019,23,23,0,0,1,2,49.0,0,0,1,0
29622,2015,2019,23,23,0,0,1,25,120.0,0,0,1,0
29626,2015,2019,23,23,0,0,1,25,59.0,0,0,0,0
29632,2015,2019,23,23,0,0,5,22,28.0,0,0,0,0
29635,2015,2019,23,23,0,0,5,22,97.0,0,0,1,0
29671,2015,2019,23,23,0,0,6,17,15.0,0,0,0,0
29674,2015,2019,23,23,0,0,6,17,33.0,0,0,1,0
29695,2015,2019,23,23,0,0,6,19,15.0,0,0,0,0
29698,2015,2019,23,23,0,0,6,19,44.0,0,0,1,0
29741,2015,2019,23,23,0,0,8,28,143.0,0,0,1,0
29744,2015,2019,23,23,0,0,8,28,38.0,0,0,0,0
29759,2015,2019,23,23,0,1,0,0,19.0,0,0,0,0
29762,2015,2019,23,23,0,1,0,0,50.0,0,0,1,0
29775,2015,2019,23,23,0,1,0,1,24.0,0,0,0,0
29778,2015,2019,23,23,0,1,0,1,71.0,0,0,1,0
29815,2015,2019,23,23,0,1,0,4,142.0,0,0,0,0
29817,2015,2019,23,23,0,1,0,4,274.0,0,0,1,0
29865,2015,2019,23,23,0,1,2,8,60.0,0,0,0,0
29921,2015,2019,23,23,0,1,2,14,17.0,0,0,1,0
29944,2015,2019,23,23,0,1,3,7,18.0,0,0,0,0
29945,2015,2019,23,23,0,1,3,7,26.0,0,0,1,0
29952,2015,2019,23,23,0,1,3,15,13.0,0,0,0,0
29953,2015,2019,23,23,0,1,3,15,49.0,0,0,1,0
29970,2015,2019,23,23,0,1,3,20,77.0,0,0,0,0
29971,2015,2019,23,23,0,1,3,20,90.0,0,0,1,0
29976,2015,2019,23,23,0,1,3,26,36.0,0,0,1,0
29977,2015,2019,23,23,0,1,3,26,44.0,0,0,0,0
30033,2015,2019,23,23,0,1,4,21,54.0,0,0,0,0
30034,2015,2019,23,23,0,1,4,21,64.0,0,0,1,0
30183,2015,2019,25,24,0,0,1,25,36.0,0,1,0,0
30185,2015,2019,25,24,0,0,1,25,63.0,0,1,1,0
30189,2015,2019,25,24,0,0,5,22,145.0,0,1,1,0
30195,2015,2019,25,24,0,0,5,22,49.0,0,1,0,0
30260,2015,2019,25,24,0,0,6,18,10.0,0,1,0,0
30262,2015,2019,25,24,0,0,6,18,16.0,0,1,1,0
30279,2015,2019,25,24,0,0,6,19,137.0,0,1,1,0
30283,2015,2019,25,24,0,0,6,19,32.0,0,1,0,0
30348,2015,2019,25,24,0,0,8,28,20.0,0,1,0,0
30351,2015,2019,25,24,0,0,8,28,80.0,0,1,1,0
30448,2015,2019,25,24,0,1,0,4,31.0,0,1,0,0
30450,2015,2019,25,24,0,1,0,4,92.0,0,1,1,0
30513,2015,2019,25,24,0,1,2,8,11.0,0,1,0,0
30623,2015,2019,25,24,0,1,3,15,11.0,0,1,0,0
30626,2015,2019,25,24,0,1,3,15,51.0,0,1,1,0
30637,2015,2019,25,24,0,1,3,20,72.0,0,1,1,0
30638,2015,2019,25,24,0,1,3,20,73.0,0,1,0,0
30712,2015,2019,25,24,0,1,4,21,59.0,0,1,0,0
30715,2015,2019,25,24,0,1,4,21,87.0,0,1,1,0
30829,2015,2019,25,24,0,0,1,25,36.0,0,0,0,0
30831,2015,2019,25,24,0,0,1,25,63.0,0,0,1,0
30833,2015,2019,25,24,0,0,5,22,145.0,0,0,1,0
30838,2015,2019,25,24,0,0,5,22,49.0,0,0,0,0
30885,2015,2019,25,24,0,0,6,18,10.0,0,0,0,0
30887,2015,2019,25,24,0,0,6,18,16.0,0,0,1,0
30899,2015,2019,25,24,0,0,6,19,137.0,0,0,1,0
30902,2015,2019,25,24,0,0,6,19,32.0,0,0,0,0
30949,2015,2019,25,24,0,0,8,28,20.0,0,0,0,0
30952,2015,2019,25,24,0,0,8,28,80.0,0,0,1,0
31022,2015,2019,25,24,0,1,0,4,31.0,0,0,0,0
31024,2015,2019,25,24,0,1,0,4,92.0,0,0,1,0
31070,2015,2019,25,24,0,1,2,8,21.0,0,0,0,0
31173,2015,2019,25,24,0,1,3,20,120.0,0,0,1,0
31176,2015,2019,25,24,0,1,3,20,51.0,0,0,0,0
31181,2015,2019,25,24,0,1,3,26,15.0,0,0,0,0
31182,2015,2019,25,24,0,1,3,26,21.0,0,0,1,0
31237,2015,2019,25,24,0,1,4,21,59.0,0,0,0,0
31240,2015,2019,25,24,0,1,4,21,87.0,0,0,1,0
31386,2015,2019,24,25,0,0,1,25,129.0,0,1,0,0
31389,2015,2019,24,25,0,0,1,25,248.0,0,1,1,0
31396,2015,2019,24,25,0,0,5,22,214.0,0,1,1,0
31401,2015,2019,24,25,0,0,5,22,66.0,0,1,0,0
31454,2015,2019,24,25,0,0,6,17,14.0,0,1,0,0
31456,2015,2019,24,25,0,0,6,17,30.0,0,1,1,0
31465,2015,2019,24,25,0,0,6,18,13.0,0,1,0,0
31467,2015,2019,24,25,0,0,6,18,19.0,0,1,1,0
31484,2015,2019,24,25,0,0,6,19,222.0,0,1,1,0
31489,2015,2019,24,25,0,0,6,19,52.0,0,1,0,0
31550,2015,2019,24,25,0,0,8,28,214.0,0,1,1,0
31553,2015,2019,24,25,0,0,8,28,57.0,0,1,0,0
31575,2015,2019,24,25,0,1,0,0,19.0,0,1,0,0
31577,2015,2019,24,25,0,1,0,0,56.0,0,1,1,0
31597,2015,2019,24,25,0,1,0,1,23.0,0,1,0,0
31600,2015,2019,24,25,0,1,0,1,96.0,0,1,1,0
31651,2015,2019,24,25,0,1,0,4,210.0,0,1,1,0
31655,2015,2019,24,25,0,1,0,4,91.0,0,1,0,0
31719,2015,2019,24,25,0,1,2,8,34.0,0,1,0,0
31829,2015,2019,24,25,0,1,3,15,139.0,0,1,1,0
31832,2015,2019,24,25,0,1,3,15,40.0,0,1,0,0
31839,2015,2019,24,25,0,1,3,20,111.0,0,1,0,0
31843,2015,2019,24,25,0,1,3,20,84.0,0,1,1,0
31851,2015,2019,24,25,0,1,3,26,25.0,0,1,0,0
31852,2015,2019,24,25,0,1,3,26,29.0,0,1,1,0
31862,2015,2019,24,25,0,1,3,27,11.0,0,1,0,0
31863,2015,2019,24,25,0,1,3,27,17.0,0,1,1,0
31916,2015,2019,24,25,0,1,4,21,120.0,0,1,1,0
31920,2015,2019,24,25,0,1,4,21,91.0,0,1,0,0
32031,2015,2019,24,25,0,0,1,25,129.0,0,0,0,0
32034,2015,2019,24,25,0,0,1,25,248.0,0,0,1,0
32039,2015,2019,24,25,0,0,5,22,214.0,0,0,1,0
32043,2015,2019,24,25,0,0,5,22,66.0,0,0,0,0
32082,2015,2019,24,25,0,0,6,17,14.0,0,0,0,0
32084,2015,2019,24,25,0,0,6,17,30.0,0,0,1,0
32090,2015,2019,24,25,0,0,6,18,13.0,0,0,0,0
32092,2015,2019,24,25,0,0,6,18,19.0,0,0,1,0
32104,2015,2019,24,25,0,0,6,19,222.0,0,0,1,0
32108,2015,2019,24,25,0,0,6,19,52.0,0,0,0,0
32151,2015,2019,24,25,0,0,8,28,214.0,0,0,1,0
32154,2015,2019,24,25,0,0,8,28,57.0,0,0,0,0
32170,2015,2019,24,25,0,1,0,0,19.0,0,0,0,0
32172,2015,2019,24,25,0,1,0,0,56.0,0,0,1,0
32186,2015,2019,24,25,0,1,0,1,23.0,0,0,0,0
32189,2015,2019,24,25,0,1,0,1,96.0,0,0,1,0
32225,2015,2019,24,25,0,1,0,4,210.0,0,0,1,0
32229,2015,2019,24,25,0,1,0,4,91.0,0,0,0,0
32275,2015,2019,24,25,0,1,2,8,62.0,0,0,0,0
32281,2015,2019,24,25,0,1,2,9,10.0,0,0,0,0
32284,2015,2019,24,25,0,1,2,9,73.0,0,0,1,0
32313,2015,2019,24,25,0,1,2,12,10.0,0,0,0,0
32316,2015,2019,24,25,0,1,2,12,62.0,0,0,1,0
32331,2015,2019,24,25,0,1,2,14,16.0,0,0,1,0
32354,2015,2019,24,25,0,1,3,7,13.0,0,0,0,0
32355,2015,2019,24,25,0,1,3,7,22.0,0,0,1,0
32362,2015,2019,24,25,0,1,3,15,22.0,0,0,0,0
32365,2015,2019,24,25,0,1,3,15,81.0,0,0,1,0
32377,2015,2019,24,25,0,1,3,20,138.0,0,0,1,0
32381,2015,2019,24,25,0,1,3,20,80.0,0,0,0,0
32386,2015,2019,24,25,0,1,3,26,45.0,0,0,0,0
32387,2015,2019,24,25,0,1,3,26,48.0,0,0,1,0
32441,2015,2019,24,25,0,1,4,21,120.0,0,0,1,0
32445,2015,2019,24,25,0,1,4,21,91.0,0,0,0,0
32594,2015,2019,26,26,0,0,1,25,14.0,0,1,0,0
32595,2015,2019,26,26,0,0,1,25,20.0,0,1,1,0
32604,2015,2019,26,26,0,0,5,22,19.0,0,1,0,0
32606,2015,2019,26,26,0,0,5,22,53.0,0,1,1,0
32757,2015,2019,26,26,0,0,8,28,15.0,0,1,0,0
32760,2015,2019,26,26,0,0,8,28,52.0,0,1,1,0
32802,2015,2019,26,26,0,1,0,1,11.0,0,1,0,0
32804,2015,2019,26,26,0,1,0,1,35.0,0,1,1,0
32858,2015,2019,26,26,0,1,0,4,45.0,0,1,0,0
32860,2015,2019,26,26,0,1,0,4,76.0,0,1,1,0
33047,2015,2019,26,26,0,1,3,20,12.0,0,1,1,0
33048,2015,2019,26,26,0,1,3,20,19.0,0,1,0,0
33124,2015,2019,26,26,0,1,4,21,14.0,0,1,0,0
33126,2015,2019,26,26,0,1,4,21,19.0,0,1,1,0
33242,2015,2019,26,26,0,0,1,25,14.0,0,0,0,0
33243,2015,2019,26,26,0,0,1,25,20.0,0,0,1,0
33249,2015,2019,26,26,0,0,5,22,19.0,0,0,0,0
33251,2015,2019,26,26,0,0,5,22,53.0,0,0,1,0
33360,2015,2019,26,26,0,0,8,28,15.0,0,0,0,0
33363,2015,2019,26,26,0,0,8,28,52.0,0,0,1,0
33393,2015,2019,26,26,0,1,0,1,11.0,0,0,0,0
33395,2015,2019,26,26,0,1,0,1,35.0,0,0,1,0
33434,2015,2019,26,26,0,1,0,4,45.0,0,0,0,0
33436,2015,2019,26,26,0,1,0,4,76.0,0,0,1,0
33482,2015,2019,26,26,0,1,2,8,13.0,0,0,0,0
33585,2015,2019,26,26,0,1,3,20,14.0,0,0,0,0
33586,2015,2019,26,26,0,1,3,20,19.0,0,0,1,0
33649,2015,2019,26,26,0,1,4,21,14.0,0,0,0,0
33651,2015,2019,26,26,0,1,4,21,19.0,0,0,1,0
33801,2015,2019,29,27,0,0,1,25,15.0,0,1,0,0
33802,2015,2019,29,27,0,0,1,25,22.0,0,1,1,0
33811,2015,2019,29,27,0,0,5,22,21.0,0,1,0,0
33813,2015,2019,29,27,0,0,5,22,49.0,0,1,1,0
33964,2015,2019,29,27,0,0,8,28,12.0,0,1,0,0
33968,2015,2019,29,27,0,0,8,28,51.0,0,1,1,0
34063,2015,2019,29,27,0,1,0,4,107.0,0,1,1,0
34067,2015,2019,29,27,0,1,0,4,51.0,0,1,0,0
34131,2015,2019,29,27,0,1,2,8,11.0,0,1,0,0
34252,2015,2019,29,27,0,1,3,20,23.0,0,1,1,0
34253,2015,2019,29,27,0,1,3,20,40.0,0,1,0,0
34329,2015,2019,29,27,0,1,4,21,17.0,0,1,0,0
34330,2015,2019,29,27,0,1,4,21,18.0,0,1,1,0
34446,2015,2019,29,27,0,0,1,25,15.0,0,0,0,0
34447,2015,2019,29,27,0,0,1,25,22.0,0,0,1,0
34453,2015,2019,29,27,0,0,5,22,21.0,0,0,0,0
34455,2015,2019,29,27,0,0,5,22,49.0,0,0,1,0
34563,2015,2019,29,27,0,0,8,28,12.0,0,0,0,0
34567,2015,2019,29,27,0,0,8,28,51.0,0,0,1,0
34636,2015,2019,29,27,0,1,0,4,107.0,0,0,1,0
34640,2015,2019,29,27,0,1,0,4,51.0,0,0,0,0
34687,2015,2019,29,27,0,1,2,8,20.0,0,0,0,0
34790,2015,2019,29,27,0,1,3,20,29.0,0,0,0,0
34791,2015,2019,29,27,0,1,3,20,37.0,0,0,1,0
34798,2015,2019,29,27,0,1,3,26,12.0,0,0,1,0
34799,2015,2019,29,27,0,1,3,26,13.0,0,0,0,0
34854,2015,2019,29,27,0,1,4,21,17.0,0,0,0,0
34855,2015,2019,29,27,0,1,4,21,18.0,0,0,1,0
35010,2015,2019,33,28,0,0,1,25,106.0,0,1,1,0
35014,2015,2019,33,28,0,0,1,25,61.0,0,1,0,0
35023,2015,2019,33,28,0,0,5,22,26.0,0,1,0,0
35026,2015,2019,33,28,0,0,5,22,91.0,0,1,1,0
35110,2015,2019,33,28,0,0,6,19,22.0,0,1,0,0
35113,2015,2019,33,28,0,0,6,19,68.0,0,1,1,0
35175,2015,2019,33,28,0,0,8,28,112.0,0,1,1,0
35178,2015,2019,33,28,0,0,8,28,36.0,0,1,0,0
35198,2015,2019,33,28,0,1,0,0,14.0,0,1,0,0
35201,2015,2019,33,28,0,1,0,0,34.0,0,1,1,0
35220,2015,2019,33,28,0,1,0,1,25.0,0,1,0,0
35223,2015,2019,33,28,0,1,0,1,73.0,0,1,1,0
35274,2015,2019,33,28,0,1,0,4,106.0,0,1,0,0
35276,2015,2019,33,28,0,1,0,4,208.0,0,1,1,0
35342,2015,2019,33,28,0,1,2,8,16.0,0,1,0,0
35452,2015,2019,33,28,0,1,3,15,16.0,0,1,0,0
35455,2015,2019,33,28,0,1,3,15,65.0,0,1,1,0
35465,2015,2019,33,28,0,1,3,20,61.0,0,1,1,0
35466,2015,2019,33,28,0,1,3,20,69.0,0,1,0,0
35541,2015,2019,33,28,0,1,4,21,38.0,0,1,0,0
35543,2015,2019,33,28,0,1,4,21,49.0,0,1,1,0
35655,2015,2019,33,28,0,0,1,25,106.0,0,0,1,0
35659,2015,2019,33,28,0,0,1,25,61.0,0,0,0,0
35665,2015,2019,33,28,0,0,5,22,26.0,0,0,0,0
35668,2015,2019,33,28,0,0,5,22,91.0,0,0,1,0
35728,2015,2019,33,28,0,0,6,19,22.0,0,0,0,0
35731,2015,2019,33,28,0,0,6,19,68.0,0,0,1,0
35775,2015,2019,33,28,0,0,8,28,112.0,0,0,1,0
35778,2015,2019,33,28,0,0,8,28,36.0,0,0,0,0
35792,2015,2019,33,28,0,1,0,0,14.0,0,0,0,0
35795,2015,2019,33,28,0,1,0,0,34.0,0,0,1,0
35808,2015,2019,33,28,0,1,0,1,25.0,0,0,0,0
35811,2015,2019,33,28,0,1,0,1,73.0,0,0,1,0
35847,2015,2019,33,28,0,1,0,4,106.0,0,0,0,0
35849,2015,2019,33,28,0,1,0,4,208.0,0,0,1,0
35898,2015,2019,33,28,0,1,2,8,29.0,0,0,0,0
36000,2015,2019,33,28,0,1,3,20,101.0,0,0,1,0
36004,2015,2019,33,28,0,1,3,20,49.0,0,0,0,0
36009,2015,2019,33,28,0,1,3,26,17.0,0,0,0,0
36010,2015,2019,33,28,0,1,3,26,19.0,0,0,1,0
36065,2015,2019,33,28,0,1,4,21,38.0,0,0,0,0
36067,2015,2019,33,28,0,1,4,21,49.0,0,0,1,0
36127,2015,2019,48,49,0,0,6,19,22.0,0,1,0,0
36217,2015,2019,30,29,0,0,1,25,34.0,0,1,0,0
36220,2015,2019,30,29,0,0,1,25,87.0,0,1,1,0
36382,2015,2019,30,29,0,0,8,28,14.0,0,1,0,0
36385,2015,2019,30,29,0,0,8,28,47.0,0,1,1,0
36406,2015,2019,30,29,0,1,0,4,31.0,0,1,0,0
36408,2015,2019,30,29,0,1,0,4,71.0,0,1,1,0
36472,2015,2019,30,29,0,1,2,8,10.0,0,1,0,0
36594,2015,2019,30,29,0,1,3,20,17.0,0,1,1,0
36595,2015,2019,30,29,0,1,3,20,25.0,0,1,0,0
36671,2015,2019,30,29,0,1,4,21,16.0,0,1,0,0
36672,2015,2019,30,29,0,1,4,21,24.0,0,1,1,0
36789,2015,2019,30,29,0,0,1,25,34.0,0,0,0,0
36792,2015,2019,30,29,0,0,1,25,87.0,0,0,1,0
36908,2015,2019,30,29,0,0,8,28,14.0,0,0,0,0
36911,2015,2019,30,29,0,0,8,28,47.0,0,0,1,0
36941,2015,2019,30,29,0,1,0,1,13.0,0,0,0,0
36943,2015,2019,30,29,0,1,0,1,35.0,0,0,1,0
36982,2015,2019,30,29,0,1,0,4,31.0,0,0,0,0
36984,2015,2019,30,29,0,1,0,4,71.0,0,0,1,0
37030,2015,2019,30,29,0,1,2,8,17.0,0,0,0,0
37133,2015,2019,30,29,0,1,3,20,18.0,0,0,0,0
37134,2015,2019,30,29,0,1,3,20,28.0,0,0,1,0
37197,2015,2019,30,29,0,1,4,21,16.0,0,0,0,0
37198,2015,2019,30,29,0,1,4,21,24.0,0,0,1,0
37336,2015,2019,31,30,0,0,1,2,14.0,0,1,0,0
37339,2015,2019,31,30,0,0,1,2,54.0,0,1,1,0
37347,2015,2019,31,30,0,0,1,25,178.0,0,1,0,0
37350,2015,2019,31,30,0,0,1,25,489.0,0,1,1,0
37357,2015,2019,31,30,0,0,5,22,135.0,0,1,1,0
37361,2015,2019,31,30,0,0,5,22,40.0,0,1,0,0
37413,2015,2019,31,30,0,0,6,17,11.0,0,1,0,0
37416,2015,2019,31,30,0,0,6,17,35.0,0,1,1,0
37444,2015,2019,31,30,0,0,6,19,130.0,0,1,1,0
37448,2015,2019,31,30,0,0,6,19,27.0,0,1,0,0
37511,2015,2019,31,30,0,0,8,28,137.0,0,1,1,0
37514,2015,2019,31,30,0,0,8,28,44.0,0,1,0,0
37535,2015,2019,31,30,0,1,0,0,13.0,0,1,0,0
37537,2015,2019,31,30,0,1,0,0,38.0,0,1,1,0
37558,2015,2019,31,30,0,1,0,1,33.0,0,1,0,0
37560,2015,2019,31,30,0,1,0,1,97.0,0,1,1,0
37611,2015,2019,31,30,0,1,0,4,234.0,0,1,1,0
