,LocationDesc,Data_Value_Alt_cluster,Cluster,Data_Value_Alt_state_avg
446,Arizona,47.0,0,1879.2918662077223
447,Arizona,52.0,0,1879.2918662077223
448,Arizona,93.0,0,1879.2918662077223
449,Arizona,11.0,0,1879.2918662077223
450,Arizona,185.0,0,1879.2918662077223
451,Arizona,207.0,0,1879.2918662077223
452,Arizona,272.0,0,1879.2918662077223
453,Arizona,369.0,0,1879.2918662077223
454,Arizona,527.0,3,1879.2918662077223
455,Arizona,800.0,3,1879.2918662077223
456,Arizona,12.0,0,1879.2918662077223
457,Arizona,28.0,0,1879.2918662077223
458,Arizona,21.0,0,1879.2918662077223
459,Arizona,34.0,0,1879.2918662077223
460,Arizona,34.0,0,1879.2918662077223
461,Arizona,11.0,0,1879.2918662077223
462,Arizona,30.0,0,1879.2918662077223
463,Arizona,44.0,0,1879.2918662077223
464,Arizona,14.0,0,1879.2918662077223
465,Arizona,21.0,0,1879.2918662077223
466,Arizona,28.0,0,1879.2918662077223
467,Arizona,47.0,0,1879.2918662077223
468,Arizona,77.0,0,1879.2918662077223
469,Arizona,10.0,0,1879.2918662077223
470,Arizona,22.0,0,1879.2918662077223
471,Arizona,34.0,0,1879.2918662077223
472,Arizona,12.0,0,1879.2918662077223
473,Arizona,16.0,0,1879.2918662077223
474,Arizona,17.0,0,1879.2918662077223
475,Arizona,130.0,0,1879.2918662077223
476,Arizona,132.0,0,1879.2918662077223
477,Arizona,165.0,0,1879.2918662077223
478,Arizona,28.0,0,1879.2918662077223
479,Arizona,35.0,0,1879.2918662077223
480,Arizona,110.0,0,1879.2918662077223
481,Arizona,172.0,0,1879.2918662077223
482,Arizona,233.0,0,1879.2918662077223
483,Arizona,281.0,0,1879.2918662077223
484,Arizona,37.0,0,1879.2918662077223
485,Arizona,18.0,0,1879.2918662077223
486,Arizona,19.0,0,1879.2918662077223
487,Arizona,28.0,0,1879.2918662077223
488,Arizona,38.0,0,1879.2918662077223
489,Arizona,14.0,0,1879.2918662077223
490,Arizona,22.0,0,1879.2918662077223
491,Arizona,33.0,0,1879.2918662077223
492,Arizona,36.0,0,1879.2918662077223
493,Arizona,103.0,0,1879.2918662077223
494,Arizona,116.0,0,1879.2918662077223
495,Arizona,123.0,0,1879.2918662077223
496,Arizona,19.0,0,1879.2918662077223
497,Arizona,219.0,0,1879.2918662077223
498,Arizona,73.0,0,1879.2918662077223
499,New Hampshire,10.0,0,316.76307189542484
500,Arizona,10.0,0,1879.2918662077223
501,Arizona,105.0,0,1879.2918662077223
502,Arizona,24.0,0,1879.2918662077223
503,Arizona,36.0,0,1879.2918662077223
504,Arizona,38.0,0,1879.2918662077223
505,Arizona,81.0,0,1879.2918662077223
506,Arizona,12.0,0,1879.2918662077223
507,Arizona,120.0,0,1879.2918662077223
508,Arizona,125.0,0,1879.2918662077223
509,Arizona,128.0,0,1879.2918662077223
510,Arizona,130.0,0,1879.2918662077223
511,Arizona,24.0,0,1879.2918662077223
512,Arizona,283.0,0,1879.2918662077223
513,Arizona,411.0,0,1879.2918662077223
514,Arizona,114.0,0,1879.2918662077223
515,Arizona,21.0,0,1879.2918662077223
516,Arizona,246.0,0,1879.2918662077223
517,Arizona,332.0,0,1879.2918662077223
518,Arizona,36.0,0,1879.2918662077223
519,Arizona,77.0,0,1879.2918662077223
520,Arizona,84.0,0,1879.2918662077223
521,Arizona,86.0,0,1879.2918662077223
522,Arizona,28.0,0,1879.2918662077223
523,Arizona,19.0,0,1879.2918662077223
524,Arizona,19.0,0,1879.2918662077223
525,Arizona,30.0,0,1879.2918662077223
526,Arizona,40.0,0,1879.2918662077223
527,Arizona,59.0,0,1879.2918662077223
528,Arizona,17.0,0,1879.2918662077223
529,Arizona,14.0,0,1879.2918662077223
530,Arizona,146.0,0,1879.2918662077223
531,Arizona,15.0,0,1879.2918662077223
532,Arizona,184.0,0,1879.2918662077223
533,Arizona,26.0,0,1879.2918662077223
534,Arizona,38.0,0,1879.2918662077223
535,Arizona,47.0,0,1879.2918662077223
536,Arizona,82.0,0,1879.2918662077223
537,Arizona,10.0,0,1879.2918662077223
538,Arizona,15.0,0,1879.2918662077223
539,Arizona,248.0,0,1879.2918662077223
540,Arizona,320.0,0,1879.2918662077223
541,Arizona,70.0,0,1879.2918662077223
542,Arizona,71.0,0,1879.2918662077223
543,Arizona,73.0,0,1879.2918662077223
544,Arizona,80.0,0,1879.2918662077223
545,Arizona,81.0,0,1879.2918662077223
546,Arizona,22.0,0,1879.2918662077223
547,Arizona,23.0,0,1879.2918662077223
548,Arizona,24.0,0,1879.2918662077223
549,Arizona,45.0,0,1879.2918662077223
550,Arizona,77.0,0,1879.2918662077223
551,Arizona,99.0,0,1879.2918662077223
552,Arizona,16.0,0,1879.2918662077223
553,Arizona,143.0,0,1879.2918662077223
554,Arizona,195.0,0,1879.2918662077223
555,Arizona,41.0,0,1879.2918662077223
556,Arizona,47.0,0,1879.2918662077223
557,Arizona,52.0,0,1879.2918662077223
558,Arizona,93.0,0,1879.2918662077223
559,Arizona,11.0,0,1879.2918662077223
560,Arizona,185.0,0,1879.2918662077223
561,Arizona,207.0,0,1879.2918662077223
562,Arizona,272.0,0,1879.2918662077223
563,Arizona,369.0,0,1879.2918662077223
564,Arizona,527.0,3,1879.2918662077223
565,Arizona,800.0,3,1879.2918662077223
566,Arizona,12.0,0,1879.2918662077223
567,Arizona,28.0,0,1879.2918662077223
568,Arizona,17.0,0,1879.2918662077223
569,Arizona,38.0,0,1879.2918662077223
570,Arizona,61.0,0,1879.2918662077223
571,Arizona,61.0,0,1879.2918662077223
572,Arizona,19.0,0,1879.2918662077223
573,Arizona,53.0,0,1879.2918662077223
574,Arizona,78.0,0,1879.2918662077223
575,Arizona,11.0,0,1879.2918662077223
576,Arizona,29.0,0,1879.2918662077223
577,Arizona,41.0,0,1879.2918662077223
578,Arizona,15.0,0,1879.2918662077223
579,Arizona,30.0,0,1879.2918662077223
580,Arizona,51.0,0,1879.2918662077223
581,Arizona,84.0,0,1879.2918662077223
582,Arizona,17.0,0,1879.2918662077223
583,Arizona,35.0,0,1879.2918662077223
584,Arizona,54.0,0,1879.2918662077223
585,Arizona,12.0,0,1879.2918662077223
586,Arizona,16.0,0,1879.2918662077223
587,Arizona,17.0,0,1879.2918662077223
588,Arizona,17.0,0,1879.2918662077223
589,Arizona,10.0,0,1879.2918662077223
590,Arizona,21.0,0,1879.2918662077223
591,Arizona,29.0,0,1879.2918662077223
592,Arizona,31.0,0,1879.2918662077223
593,Arizona,16.0,0,1879.2918662077223
594,Arizona,19.0,0,1879.2918662077223
595,Arizona,75.0,0,1879.2918662077223
596,Arizona,76.0,0,1879.2918662077223
597,Arizona,94.0,0,1879.2918662077223
598,Arizona,12.0,0,1879.2918662077223
599,Arizona,122.0,0,1879.2918662077223
600,Arizona,190.0,0,1879.2918662077223
601,Arizona,250.0,0,1879.2918662077223
602,Arizona,312.0,0,1879.2918662077223
603,Arizona,48.0,0,1879.2918662077223
604,Arizona,13.0,0,1879.2918662077223
605,Arizona,33.0,0,1879.2918662077223
606,Arizona,34.0,0,1879.2918662077223
607,Arizona,49.0,0,1879.2918662077223
608,Arizona,67.0,0,1879.2918662077223
609,Arizona,11.0,0,1879.2918662077223
610,Arizona,13.0,0,1879.2918662077223
611,Arizona,103.0,0,1879.2918662077223
612,Arizona,116.0,0,1879.2918662077223
613,Arizona,123.0,0,1879.2918662077223
614,Arizona,19.0,0,1879.2918662077223
615,Arizona,219.0,0,1879.2918662077223
616,Arizona,73.0,0,1879.2918662077223
617,Arizona,1495.0,3,1879.2918662077223
618,Arizona,2290.0,1,1879.2918662077223
619,Arizona,3786.0,4,1879.2918662077223
620,Arizona,1495.0,3,1879.2918662077223
621,Arizona,2174.0,1,1879.2918662077223
622,Arizona,3670.0,1,1879.2918662077223
623,Arizona,99.0,0,1879.2918662077223
624,Arizona,2.0,0,1879.2918662077223
625,Arizona,101.0,0,1879.2918662077223
626,Arizona,390.0,0,1879.2918662077223
627,Arizona,756.0,3,1879.2918662077223
628,Arizona,1146.0,3,1879.2918662077223
629,Arizona,390.0,0,1879.2918662077223
630,Arizona,773.0,3,1879.2918662077223
631,Arizona,1163.0,3,1879.2918662077223
632,Arizona,26.0,0,1879.2918662077223
633,Arizona,1.0,0,1879.2918662077223
634,Arizona,27.0,0,1879.2918662077223
635,Arizona,1105.0,3,1879.2918662077223
636,Arizona,1535.0,3,1879.2918662077223
637,Arizona,2640.0,1,1879.2918662077223
638,Arizona,1105.0,3,1879.2918662077223
639,Arizona,1401.0,3,1879.2918662077223
